,word,second_category,first_category,B2B_ind,cut_phrase1,rlist1,f_result,hit_words,cross_set,plist,source,f_success_ind,cut_phrase,rlist,result,second_hit_words,second_cross_set,second_plist,source_2,success_ind,result_ind,amb_success_ind
90,石英砂,建材服务,能源材料,B2B,['石英砂'],"['工业制造', ['石英砂'], ['能源材料', '工业制造'], [4.2105263157894733e-07, 2.2894736842105263e-05], '交叉概率']",工业制造,['石英砂'],"['能源材料', '工业制造']","[4.2105263157894733e-07, 2.2894736842105263e-05]",交叉概率,0,['石英砂'],"['仪器仪表', ['石英砂'], 0, 0, '唯一dict']",仪器仪表,['石英砂'],0,0,唯一dict,0,B2B,1
91,饰面板,建材服务,能源材料,B2B,['饰面板'],"['其他服务', '', 0, 0, '新词']",其他服务,,0,0,新词,0,['饰面板'],"['', '', '', 0, '交叉dict']",,,,0,交叉dict,0,999,0
92,测试仪,仪器仪表,工业制造,B2B,['测试仪'],"['工业制造', ['测试仪'], 0, 0, 0, '唯一dict']",工业制造,['测试仪'],0,0,唯一dict,1,['测试仪'],"['仪器仪表', ['测试仪'], 0, 0, '唯一dict']",仪器仪表,['测试仪'],0,0,唯一dict,1,B2B,1
93,废气处理,工业设备,工业制造,B2B,"['废气', '处理']","['能源材料', ['处理'], 0, 0, 0, '唯一dict']",能源材料,['处理'],0,0,唯一dict,0,['废气处理'],"['仪器仪表', ['废气处理'], 0, 0, '唯一dict']",仪器仪表,['废气处理'],0,0,唯一dict,0,B2B,1
94,铁艺大门,建材服务,能源材料,B2B,['铁艺大门'],"['能源材料', ['铁艺大门'], 0, 0, 0, '唯一dict']",能源材料,['铁艺大门'],0,0,唯一dict,1,['铁艺大门'],"['建材服务', ['铁艺大门'], 0, 0, '唯一dict']",建材服务,['铁艺大门'],0,0,唯一dict,1,B2B,1
95,电感,电子元器件,工业制造,B2B,['电感'],"['工业制造', ['电感'], 0, 0, 0, '唯一dict']",工业制造,['电感'],0,0,唯一dict,1,['电感'],"['仪器仪表', ['电感'], 0, 0, '唯一dict']",仪器仪表,['电感'],0,0,唯一dict,0,B2B,1
96,滚珠丝杠,五金配件,工业制造,B2B,['滚珠丝杠'],"['工业制造', ['滚珠丝杠'], 0, 0, 0, '唯一dict']",工业制造,['滚珠丝杠'],0,0,唯一dict,1,['滚珠丝杠'],"['仪器仪表', ['滚珠丝杠'], 0, 0, '唯一dict']",仪器仪表,['滚珠丝杠'],0,0,唯一dict,0,B2B,1
97,净化工程,工业设备,工业制造,B2B,"['净化', '工程']","['能源材料', ['工程'], 0, 0, 0, '唯一dict']",能源材料,['工程'],0,0,唯一dict,0,['净化工程'],"['仪器仪表', ['净化工程'], 0, 0, '唯一dict']",仪器仪表,['净化工程'],0,0,唯一dict,0,B2B,1
98,钢板桩,冶金矿产,工业制造,B2B,"['钢板', '桩']","['能源材料', ['钢板'], 0, 0, 0, '唯一dict']",能源材料,['钢板'],0,0,唯一dict,0,"['钢板', '桩']","['建材服务', ['钢板'], 0, 0, '唯一dict']",建材服务,['钢板'],0,0,唯一dict,0,B2B,1
99,温室大棚,建材服务,能源材料,B2B,"['温室', '大棚']","['能源材料', ['温室', '大棚'], ['能源材料', '能源材料'], 0, '唯一筛选']",能源材料,"['温室', '大棚']","['能源材料', '能源材料']",0,唯一筛选,1,"['温室', '大棚']","['建材服务', ['温室', '大棚'], 0, 0, '唯一dict']",建材服务,"['温室', '大棚']",0,0,唯一dict,1,B2B,1
100,粉碎机,工业设备,工业制造,B2B,['粉碎机'],"['工业制造', ['粉碎机'], 0, 0, 0, '唯一dict']",工业制造,['粉碎机'],0,0,唯一dict,1,['粉碎机'],"['仪器仪表', ['粉碎机'], 0, 0, '唯一dict']",仪器仪表,['粉碎机'],0,0,唯一dict,0,B2B,1
101,铝方通,建材服务,能源材料,B2B,"['铝', '方通']","['能源材料', ['方通'], 0, 0, 0, '唯一dict']",能源材料,['方通'],0,0,唯一dict,1,"['铝', '方通']","['建材服务', ['方通'], 0, 0, '唯一dict']",建材服务,['方通'],0,0,唯一dict,1,B2B,1
102,减速带,汽车配件,车辆,本地服务,['减速带'],"['其他服务', '', 0, 0, '新词']",其他服务,,0,0,新词,0,['减速带'],"['', '', '', 0, '交叉dict']",,,,0,交叉dict,0,999,0
103,通风柜,工业设备,工业制造,B2B,['通风柜'],"['工业制造', ['通风柜'], 0, 0, 0, '唯一dict']",工业制造,['通风柜'],0,0,唯一dict,1,['通风柜'],"['仪器仪表', ['通风柜'], 0, 0, '唯一dict']",仪器仪表,['通风柜'],0,0,唯一dict,0,B2B,1
104,选粉机,工业设备,工业制造,B2B,['选粉机'],"['工业制造', ['选粉机'], 0, 0, 0, '唯一dict']",工业制造,['选粉机'],0,0,唯一dict,1,['选粉机'],"['仪器仪表', ['选粉机'], 0, 0, '唯一dict']",仪器仪表,['选粉机'],0,0,唯一dict,0,B2B,1
105,实验台,工业设备,工业制造,B2B,['实验台'],"['工业制造', ['实验台'], 0, 0, 0, '唯一dict']",工业制造,['实验台'],0,0,唯一dict,1,['实验台'],"['仪器仪表', ['实验台'], 0, 0, '唯一dict']",仪器仪表,['实验台'],0,0,唯一dict,0,B2B,1
106,输送机,工业设备,工业制造,B2B,['输送机'],"['工业制造', ['输送机'], 0, 0, 0, '唯一dict']",工业制造,['输送机'],0,0,唯一dict,1,['输送机'],"['五金配件', ['输送机'], ['仪器仪表', '五金配件'], [0.00010921052631578947, 0.0003437894736842105], '交叉dict']",五金配件,['输送机'],"['仪器仪表', '五金配件']","[0.00010921052631578947, 0.0003437894736842105]",交叉dict,0,B2B,1
107,脱硝塔,工业设备,工业制造,B2B,['脱硝塔'],"['其他服务', '', 0, 0, '新词']",其他服务,,0,0,新词,0,"['脱硝', '塔']","['仪器仪表', ['脱硝'], 0, 0, '唯一dict']",仪器仪表,['脱硝'],0,0,唯一dict,0,B2B,1
108,脱硫塔,工业设备,工业制造,B2B,['脱硫塔'],"['工业制造', ['脱硫塔'], 0, 0, 0, '唯一dict']",工业制造,['脱硫塔'],0,0,唯一dict,1,['脱硫塔'],"['仪器仪表', ['脱硫塔'], 0, 0, '唯一dict']",仪器仪表,['脱硫塔'],0,0,唯一dict,0,B2B,1
109,液压系统,工业设备,工业制造,B2B,['液压系统'],"['工业制造', ['液压系统'], 0, 0, 0, '唯一dict']",工业制造,['液压系统'],0,0,唯一dict,1,['液压系统'],"['仪器仪表', ['液压系统'], 0, 0, '唯一dict']",仪器仪表,['液压系统'],0,0,唯一dict,0,B2B,1
110,铝银浆,化工能源,能源材料,B2B,['铝银浆'],"['其他服务', '', 0, 0, '新词']",其他服务,,0,0,新词,0,['铝银浆'],"['', '', '', 0, '交叉dict']",,,,0,交叉dict,0,999,0
111,空压机,工业设备,工业制造,B2B,['空压机'],"['工业制造', ['空压机'], 0, 0, 0, '唯一dict']",工业制造,['空压机'],0,0,唯一dict,1,['空压机'],"['仪器仪表', ['空压机'], 0, 0, '唯一dict']",仪器仪表,['空压机'],0,0,唯一dict,0,B2B,1
112,钢格板,建材服务,能源材料,B2B,['钢格板'],"['其他服务', '', 0, 0, '新词']",其他服务,,0,0,新词,0,['钢格板'],"['', '', '', 0, '交叉dict']",,,,0,交叉dict,0,999,0
113,ups电源,水暖电工,工业制造,B2B,"['UPS', '电源']","['工业制造', ['UPS', '电源'], 0, 0, '唯一筛选']",工业制造,"['UPS', '电源']",0,0,唯一筛选,1,"['UPS', '电源']","['仪器仪表', ['UPS', '电源'], 0, 0, '唯一dict']",仪器仪表,"['UPS', '电源']",0,0,唯一dict,0,B2B,1
114,发电机组,水暖电工,工业制造,B2B,['发电机组'],"['工业制造', ['发电机组'], 0, 0, 0, '唯一dict']",工业制造,['发电机组'],0,0,唯一dict,1,['发电机组'],"['仪器仪表', ['发电机组'], 0, 0, '唯一dict']",仪器仪表,['发电机组'],0,0,唯一dict,0,B2B,1
115,电力管,建材服务,能源材料,B2B,"['电力', '管']","['能源材料', ['电力'], ['能源材料', '工业制造'], [0.00010163157894736842, 6.789473684210526e-06], '交叉概率']",能源材料,['电力'],"['能源材料', '工业制造']","[0.00010163157894736842, 6.789473684210526e-06]",交叉概率,1,"['电力', '管']","['仪器仪表', ['电力'], 0, 0, '唯一dict']",仪器仪表,['电力'],0,0,唯一dict,0,B2B,1
116,护栏,建材服务,能源材料,B2B,['护栏'],"['能源材料', ['护栏'], 0, 0, 0, '唯一dict']",能源材料,['护栏'],0,0,唯一dict,1,['护栏'],"['建材服务', ['护栏'], 0, 0, '唯一dict']",建材服务,['护栏'],0,0,唯一dict,1,B2B,1
117,洗车台,工业设备,工业制造,B2B,"['洗车', '台']","['车辆', ['车'], 0, 0, '优先级匹配']",车辆,['车'],0,0,优先级匹配,0,"['洗车', '台']","['建材服务', ['洗车'], 0, 0, '唯一dict']",建材服务,['洗车'],0,0,唯一dict,0,B2B,1
118,螺旋叶片,五金配件,工业制造,B2B,"['螺旋', '叶片']","['能源材料', ['螺旋'], 0, 0, 0, '唯一dict']",能源材料,['螺旋'],0,0,唯一dict,0,"['螺旋', '叶片']","['建材服务', ['螺旋'], 0, 0, '唯一dict']",建材服务,['螺旋'],0,0,唯一dict,0,B2B,1
119,隔热板,建材服务,能源材料,B2B,['隔热板'],"['其他服务', '', 0, 0, '新词']",其他服务,,0,0,新词,0,['隔热板'],"['', '', '', 0, '交叉dict']",,,,0,交叉dict,0,999,0
120,饲料,农林牧副渔,能源材料,B2B,['饲料'],"['能源材料', ['饲料'], 0, 0, 0, '唯一dict']",能源材料,['饲料'],0,0,唯一dict,1,['饲料'],"['农林牧副渔', ['饲料'], 0, 0, '唯一dict']",农林牧副渔,['饲料'],0,0,唯一dict,1,B2B,1
121,铝板,建材服务,能源材料,B2B,['铝板'],"['工业制造', ['铝板'], ['能源材料', '工业制造'], [4.2105263157894733e-07, 6.636842105263158e-05], '交叉概率']",工业制造,['铝板'],"['能源材料', '工业制造']","[4.2105263157894733e-07, 6.636842105263158e-05]",交叉概率,0,['铝板'],"['冶金矿产', ['铝板'], 0, 0, '唯一dict']",冶金矿产,['铝板'],0,0,唯一dict,0,B2B,1
122,活动隔断,建材服务,能源材料,B2B,"['活动', '隔断']","['能源材料', ['活动', '隔断'], ['能源材料', '能源材料'], 0, '唯一筛选']",能源材料,"['活动', '隔断']","['能源材料', '能源材料']",0,唯一筛选,1,"['活动', '隔断']","['建材服务', ['活动', '隔断'], 0, 0, '唯一dict']",建材服务,"['活动', '隔断']",0,0,唯一dict,1,B2B,1
123,净化板,建材服务,能源材料,B2B,"['净化', '板']","['工业制造', ['净化'], ['能源材料', '工业制造'], [1.1052631578947367e-06, 0.00017805263157894737], '交叉概率']",工业制造,['净化'],"['能源材料', '工业制造']","[1.1052631578947367e-06, 0.00017805263157894737]",交叉概率,0,"['净化', '板']","['仪器仪表', ['净化'], 0, 0, '唯一dict']",仪器仪表,['净化'],0,0,唯一dict,0,B2B,1
124,水设备,工业设备,工业制造,B2B,"['水', '设备']","['工业制造', ['设备'], ['能源材料', '工业制造'], [8.947368421052631e-07, 0.0014461052631578946], '交叉概率']",工业制造,['设备'],"['能源材料', '工业制造']","[8.947368421052631e-07, 0.0014461052631578946]",交叉概率,1,"['水', '设备']","['仪器仪表', ['设备'], 0, 0, '唯一dict']",仪器仪表,['设备'],0,0,唯一dict,0,B2B,1
125,宣传栏,建材服务,能源材料,B2B,['宣传栏'],"['商务服务', ['宣传'], 0, 0, '人工规则']",商务服务,['宣传'],0,0,人工规则,1,['宣传栏'],"['建材服务', ['宣传栏'], 0, 0, '唯一dict']",建材服务,['宣传栏'],0,0,唯一dict,1,B2B,1
126,pe管,建材服务,能源材料,B2B,"['PE', '管']","['其他服务', '', 0, 0, '新词']",其他服务,,0,0,新词,0,"['PE', '管']","['', '', '', 0, '交叉dict']",,,,0,交叉dict,0,999,0
127,桥架,水暖电工,工业制造,B2B,['桥架'],"['工业制造', ['桥架'], ['能源材料', '工业制造'], [4.2105263157894733e-07, 4.263157894736842e-05], '交叉概率']",工业制造,['桥架'],"['能源材料', '工业制造']","[4.2105263157894733e-07, 4.263157894736842e-05]",交叉概率,1,['桥架'],"['仪器仪表', ['桥架'], 0, 0, '唯一dict']",仪器仪表,['桥架'],0,0,唯一dict,0,B2B,1
128,打印机,办公设备,非B2B一级,本地服务,['打印机'],"['其他服务', '', 0, 0, '新词']",其他服务,,0,0,新词,0,['打印机'],"['', '', '', 0, '交叉dict']",,,,0,交叉dict,0,999,0
129,电表,电子元器件,工业制造,B2B,['电表'],"['工业制造', ['电表'], ['能源材料', '工业制造'], [2.1052631578947366e-07, 0.0002515263157894737], '交叉概率']",工业制造,['电表'],"['能源材料', '工业制造']","[2.1052631578947366e-07, 0.0002515263157894737]",交叉概率,1,['电表'],"['仪器仪表', ['电表'], 0, 0, '唯一dict']",仪器仪表,['电表'],0,0,唯一dict,0,B2B,1
130,光栅,建材服务,能源材料,B2B,['光栅'],"['工业制造', ['光栅'], 0, 0, 0, '唯一dict']",工业制造,['光栅'],0,0,唯一dict,0,['光栅'],"['仪器仪表', ['光栅'], 0, 0, '唯一dict']",仪器仪表,['光栅'],0,0,唯一dict,0,B2B,1
131,塑料水桶,橡塑涂料,能源材料,B2B,"['塑料', '水桶']","['能源材料', ['塑料'], 0, 0, 0, '唯一dict']",能源材料,['塑料'],0,0,唯一dict,1,"['塑料', '水桶']","['建材服务', ['塑料'], 0, 0, '唯一dict']",建材服务,['塑料'],0,0,唯一dict,0,B2B,1
132,保温砌块设备,工业设备,工业制造,B2B,"['保温砌块', '设备']","['能源材料', ['保温砌块'], 0, 0, 0, '唯一dict']",能源材料,['保温砌块'],0,0,唯一dict,0,"['保温砌块', '设备']","['橡塑涂料', ['保温砌块', '设备'], 0, 0, '唯一dict']",橡塑涂料,"['保温砌块', '设备']",0,0,唯一dict,0,B2B,1
133,激光切管,工业设备,工业制造,B2B,"['激', '光切', '管']","['工业制造', ['光切'], 0, 0, 0, '唯一dict']",工业制造,['光切'],0,0,唯一dict,1,"['激', '光切', '管']","['仪器仪表', ['光切'], 0, 0, '唯一dict']",仪器仪表,['光切'],0,0,唯一dict,0,B2B,1
134,彩钢板,建材服务,能源材料,B2B,['彩钢板'],"['能源材料', ['彩钢板'], 0, 0, 0, '唯一dict']",能源材料,['彩钢板'],0,0,唯一dict,1,['彩钢板'],"['建材服务', ['彩钢板'], 0, 0, '唯一dict']",建材服务,['彩钢板'],0,0,唯一dict,1,B2B,1
135,控制柜,工业设备,工业制造,B2B,['控制柜'],"['工业制造', ['控制柜'], 0, 0, 0, '唯一dict']",工业制造,['控制柜'],0,0,唯一dict,1,['控制柜'],"['仪器仪表', ['控制柜'], ['五金配件', '仪器仪表'], [3.2e-05, 9.652631578947368e-05], '交叉dict']",仪器仪表,['控制柜'],"['五金配件', '仪器仪表']","[3.2e-05, 9.652631578947368e-05]",交叉dict,0,B2B,1
136,腐植酸,化工能源,能源材料,B2B,['腐植酸'],"['其他服务', '', 0, 0, '新词']",其他服务,,0,0,新词,0,['腐植酸'],"['', '', '', 0, '交叉dict']",,,,0,交叉dict,0,999,0
137,不锈钢水箱,工业设备,工业制造,B2B,"['不锈钢水', '箱']","['能源材料', ['不锈钢水'], 0, 0, 0, '唯一dict']",能源材料,['不锈钢水'],0,0,唯一dict,0,"['不锈钢水', '箱']","['建材服务', ['不锈钢水'], 0, 0, '唯一dict']",建材服务,['不锈钢水'],0,0,唯一dict,0,B2B,1
138,裁切机,工业设备,工业制造,B2B,['裁切机'],"['其他服务', '', 0, 0, '新词']",其他服务,,0,0,新词,0,['裁切机'],"['', '', '', 0, '交叉dict']",,,,0,交叉dict,0,999,0
139,旋转接头,电子元器件,工业制造,B2B,['旋转接头'],"['工业制造', ['旋转接头'], 0, 0, 0, '唯一dict']",工业制造,['旋转接头'],0,0,唯一dict,1,"['旋', '转接头']","['', '', '', 0, '交叉dict']",,,,0,交叉dict,0,B2B,1
140,"铝方通,铝单板,铝方管",建材服务,能源材料,B2B,"['铝', '方通', ',', '铝', '单板', ',', '铝方管']","['工业制造', ['方通', '铝方管'], 0, 0, '唯一筛选']",工业制造,"['方通', '铝方管']",0,0,唯一筛选,0,"['铝', '方通', ',', '铝单板', ',', '铝方管']","['冶金矿产', ['方通', '铝单板', '铝方管'], 0, 0, '唯一dict']",冶金矿产,"['方通', '铝单板', '铝方管']",0,0,唯一dict,0,B2B,1
141,不锈钢管,建材服务,能源材料,B2B,['不锈钢管'],"['能源材料', ['不锈钢管'], 0, 0, 0, '唯一dict']",能源材料,['不锈钢管'],0,0,唯一dict,1,['不锈钢管'],"['建材服务', ['不锈钢管'], 0, 0, '唯一dict']",建材服务,['不锈钢管'],0,0,唯一dict,1,B2B,1
142,缠绕膜,橡塑涂料,能源材料,B2B,['缠绕膜'],"['其他服务', '', 0, 0, '新词']",其他服务,,0,0,新词,0,['缠绕膜'],"['', '', '', 0, '交叉dict']",,,,0,交叉dict,0,999,0
143,吸塑盒,橡塑涂料,能源材料,B2B,['吸塑盒'],"['其他服务', '', 0, 0, '新词']",其他服务,,0,0,新词,0,['吸塑盒'],"['', '', '', 0, '交叉dict']",,,,0,交叉dict,0,999,0
144,"防火门,防火窗,防火卷帘门",建材服务,能源材料,B2B,"['防火门', ',', '防火', '窗', ',', '防火卷帘门']","['能源材料', ['防火门', '防火卷帘门'], 0, 0, '唯一筛选']",能源材料,"['防火门', '防火卷帘门']",0,0,唯一筛选,1,"['防火门', ',', '防火', '窗', ',', '防火卷帘门']","['建材服务', ['防火门', '防火', '防火卷帘门'], 0, 0, '唯一dict']",建材服务,"['防火门', '防火', '防火卷帘门']",0,0,唯一dict,1,B2B,1
145,球墨铸铁,冶金矿产,工业制造,B2B,['球墨铸铁'],"['其他服务', '', 0, 0, '新词']",其他服务,,0,0,新词,0,['球墨铸铁'],"['', '', '', 0, '交叉dict']",,,,0,交叉dict,0,999,0
146,钢板切割,工业设备,工业制造,B2B,"['钢板', '切割']","['能源材料', ['钢板', '切割'], ['能源材料', '能源材料'], 0, '唯一筛选']",能源材料,"['钢板', '切割']","['能源材料', '能源材料']",0,唯一筛选,0,"['钢板', '切割']","['建材服务', ['钢板', '切割'], 0, 0, '唯一dict']",建材服务,"['钢板', '切割']",0,0,唯一dict,0,B2B,1
147,电伴热带,水暖电工,工业制造,B2B,['电伴热带'],"['工业制造', ['电伴热带'], 0, 0, 0, '唯一dict']",工业制造,['电伴热带'],0,0,唯一dict,1,['电伴热带'],"['仪器仪表', ['电伴热带'], 0, 0, '唯一dict']",仪器仪表,['电伴热带'],0,0,唯一dict,0,B2B,1
148,白刚玉,五金配件,工业制造,B2B,['白刚玉'],"['其他服务', '', 0, 0, '新词']",其他服务,,0,0,新词,0,['白刚玉'],"['', '', '', 0, '交叉dict']",,,,0,交叉dict,0,999,0
149,安全柜,工业设备,工业制造,B2B,['安全柜'],"['工业制造', ['安全柜'], 0, 0, 0, '唯一dict']",工业制造,['安全柜'],0,0,唯一dict,1,['安全柜'],"['仪器仪表', ['安全柜'], 0, 0, '唯一dict']",仪器仪表,['安全柜'],0,0,唯一dict,0,B2B,1
150,石油压裂支撑剂,冶金矿产,工业制造,B2B,"['石油', '压裂', '支撑剂']","['其他服务', '', 0, 0, '新词']",其他服务,,0,0,新词,0,"['石油', '压裂', '支撑剂']","['', '', '', 0, '交叉dict']",,,,0,交叉dict,0,999,0
151,草坪,建材服务,能源材料,B2B,['草坪'],"['能源材料', ['草坪'], 0, 0, 0, '唯一dict']",能源材料,['草坪'],0,0,唯一dict,1,['草坪'],"['建材服务', ['草坪'], 0, 0, '唯一dict']",建材服务,['草坪'],0,0,唯一dict,1,B2B,1
152,树脂瓦,建材服务,能源材料,B2B,"['树脂', '瓦']","['能源材料', ['树脂'], 0, 0, 0, '唯一dict']",能源材料,['树脂'],0,0,唯一dict,1,"['树脂', '瓦']","['建材服务', ['树脂'], 0, 0, '唯一dict']",建材服务,['树脂'],0,0,唯一dict,1,B2B,1
153,彩钢瓦,建材服务,能源材料,B2B,['彩钢瓦'],"['能源材料', ['彩钢瓦'], 0, 0, 0, '唯一dict']",能源材料,['彩钢瓦'],0,0,唯一dict,1,['彩钢瓦'],"['建材服务', ['彩钢瓦'], 0, 0, '唯一dict']",建材服务,['彩钢瓦'],0,0,唯一dict,1,B2B,1
154,气柱袋,橡塑涂料,能源材料,B2B,['气柱袋'],"['其他服务', '', 0, 0, '新词']",其他服务,,0,0,新词,0,['气柱袋'],"['', '', '', 0, '交叉dict']",,,,0,交叉dict,0,999,0
155,过滤器,工业设备,工业制造,B2B,['过滤器'],"['工业制造', ['过滤器'], 0, 0, 0, '唯一dict']",工业制造,['过滤器'],0,0,唯一dict,1,['过滤器'],"['仪器仪表', ['过滤器'], ['五金配件', '仪器仪表'], [0.00032431578947368417, 0.0006566315789473683], '交叉dict']",仪器仪表,['过滤器'],"['五金配件', '仪器仪表']","[0.00032431578947368417, 0.0006566315789473683]",交叉dict,0,B2B,1
156,灌装设备,工业设备,工业制造,B2B,"['灌装', '设备']","['工业制造', ['设备'], ['工业制造', '能源材料'], [0.0014461052631578946, 8.947368421052631e-07], '交叉概率']",工业制造,['设备'],"['工业制造', '能源材料']","[0.0014461052631578946, 8.947368421052631e-07]",交叉概率,1,"['灌装', '设备']","['仪器仪表', ['设备'], 0, 0, '唯一dict']",仪器仪表,['设备'],0,0,唯一dict,0,B2B,1
157,净水设备,工业设备,工业制造,B2B,"['净水', '设备']","['能源材料', ['净水'], 0, 0, 0, '唯一dict']",能源材料,['净水'],0,0,唯一dict,0,"['净水', '设备']","['仪器仪表', ['净水', '设备'], 0, 0, '唯一dict']",仪器仪表,"['净水', '设备']",0,0,唯一dict,0,B2B,1
158,道路热熔划线,建材服务,能源材料,B2B,"['道', '路', '热熔', '划线']","['能源材料', ['热熔', '划线'], ['能源材料', '能源材料'], 0, '唯一筛选']",能源材料,"['热熔', '划线']","['能源材料', '能源材料']",0,唯一筛选,1,"['道', '路', '热熔', '划线']","['建材服务', ['热熔', '划线'], 0, 0, '唯一dict']",建材服务,"['热熔', '划线']",0,0,唯一dict,1,B2B,1
159,打米机,工业设备,工业制造,B2B,['打米机'],"['其他服务', '', 0, 0, '新词']",其他服务,,0,0,新词,0,['打米机'],"['', '', '', 0, '交叉dict']",,,,0,交叉dict,0,999,0
160,变压器油,工业设备,工业制造,B2B,"['变压器', '油']","['工业制造', ['变压器'], 0, 0, 0, '唯一dict']",工业制造,['变压器'],0,0,唯一dict,1,"['变压', '器油']","['仪器仪表', ['变压', '器油'], 0, 0, '唯一dict']",仪器仪表,"['变压', '器油']",0,0,唯一dict,0,B2B,1
161,真空包装机,工业设备,工业制造,B2B,"['真空包装', '机']","['生活服务', ['包装'], 0, 0, '人工规则']",生活服务,['包装'],0,0,人工规则,0,"['真空包装', '机']","['冶金矿产', ['真空包装'], 0, 0, '唯一dict']",冶金矿产,['真空包装'],0,0,唯一dict,0,B2B,1
162,防冻液,化工能源,能源材料,B2B,['防冻液'],"['其他服务', '', 0, 0, '新词']",其他服务,,0,0,新词,0,['防冻液'],"['', '', '', 0, '交叉dict']",,,,0,交叉dict,0,999,0
163,"方通吊顶,铝扣板吊顶,格栅吊顶",建材服务,能源材料,B2B,"['方通', '吊顶', ',', '铝扣板', '吊顶', ',', '格栅', '吊顶']","['能源材料', ['方通', '吊顶', '铝扣板', '吊顶', '格栅', '吊顶'], 0, 0, '唯一筛选']",能源材料,"['方通', '吊顶', '铝扣板', '吊顶', '格栅', '吊顶']",0,0,唯一筛选,1,"['方通', '吊顶', ',', '铝扣板', '吊顶', ',', '格栅', '吊顶']","['建材服务', ['方通', '吊顶', '铝扣板', '吊顶', '格栅', '吊顶'], 0, 0, '唯一dict']",建材服务,"['方通', '吊顶', '铝扣板', '吊顶', '格栅', '吊顶']",0,0,唯一dict,1,B2B,1
164,波形护栏,建材服务,能源材料,B2B,"['波形', '护栏']","['能源材料', ['护栏'], 0, 0, 0, '唯一dict']",能源材料,['护栏'],0,0,唯一dict,1,"['波形', '护栏']","['建材服务', ['波形', '护栏'], 0, 0, '唯一dict']",建材服务,"['波形', '护栏']",0,0,唯一dict,1,B2B,1
165,光轴,冶金矿产,工业制造,B2B,['光轴'],"['其他服务', '', 0, 0, '新词']",其他服务,,0,0,新词,0,['光轴'],"['', '', '', 0, '交叉dict']",,,,0,交叉dict,0,999,0
166,"计算机电缆,电缆,光缆",水暖电工,工业制造,B2B,"['计算机电缆', ',', '电缆', ',', '光缆']","['工业制造', ['计算机电缆', '光缆'], 0, 0, '唯一筛选']",工业制造,"['计算机电缆', '光缆']",0,0,唯一筛选,1,"['计算机电缆', ',', '电缆', ',', '光缆']","['仪器仪表', ['计算机电缆', '电缆', '光缆'], 0, 0, '唯一dict']",仪器仪表,"['计算机电缆', '电缆', '光缆']",0,0,唯一dict,0,B2B,1
167,拉森钢板桩,建材服务,能源材料,B2B,"['拉森', '钢板', '桩']","['能源材料', ['钢板'], 0, 0, 0, '唯一dict']",能源材料,['钢板'],0,0,唯一dict,1,"['拉森', '钢板', '桩']","['建材服务', ['钢板'], 0, 0, '唯一dict']",建材服务,['钢板'],0,0,唯一dict,1,B2B,1
168,景观长廊,建材服务,能源材料,B2B,"['景观', '长廊']","['能源材料', ['景观'], 0, 0, 0, '唯一dict']",能源材料,['景观'],0,0,唯一dict,1,"['景观', '长廊']","['农林牧副渔', ['景观'], 0, 0, '唯一dict']",农林牧副渔,['景观'],0,0,唯一dict,0,B2B,1
169,古建长廊,建材服务,能源材料,B2B,"['古建', '长廊']","['能源材料', ['古建'], 0, 0, 0, '唯一dict']",能源材料,['古建'],0,0,唯一dict,1,"['古建', '长廊']","['农林牧副渔', ['古建'], 0, 0, '唯一dict']",农林牧副渔,['古建'],0,0,唯一dict,0,B2B,1
170,户外凉亭,建材服务,能源材料,B2B,"['户外', '凉亭']","['能源材料', ['户外', '凉亭'], ['能源材料', '能源材料'], 0, '唯一筛选']",能源材料,"['户外', '凉亭']","['能源材料', '能源材料']",0,唯一筛选,1,"['户外', '凉亭']","['建材服务', ['户外', '凉亭'], 0, 0, '唯一dict']",建材服务,"['户外', '凉亭']",0,0,唯一dict,1,B2B,1
171,钢网箱,冶金矿产,工业制造,B2B,"['钢', '网箱']","['其他服务', '', 0, 0, '新词']",其他服务,,0,0,新词,0,"['钢', '网箱']","['', '', '', 0, '交叉dict']",,,,0,交叉dict,0,999,0
172,止水钢板,建材服务,能源材料,B2B,"['止水', '钢板']","['能源材料', ['钢板'], 0, 0, 0, '唯一dict']",能源材料,['钢板'],0,0,唯一dict,1,"['止水', '钢板']","['建材服务', ['钢板'], 0, 0, '唯一dict']",建材服务,['钢板'],0,0,唯一dict,1,B2B,1
173,防腐木凉亭,建材服务,能源材料,B2B,"['防腐木', '凉亭']","['能源材料', ['防腐木', '凉亭'], 0, 0, '唯一筛选']",能源材料,"['防腐木', '凉亭']",0,0,唯一筛选,1,"['防腐木', '凉亭']","['建材服务', ['防腐木', '凉亭'], 0, 0, '唯一dict']",建材服务,"['防腐木', '凉亭']",0,0,唯一dict,1,B2B,1
174,古建凉亭,建材服务,能源材料,B2B,"['古建', '凉亭']","['能源材料', ['古建', '凉亭'], ['能源材料', '能源材料'], 0, '唯一筛选']",能源材料,"['古建', '凉亭']","['能源材料', '能源材料']",0,唯一筛选,1,"['古建', '凉亭']","['农林牧副渔', ['古建', '凉亭'], 0, 0, '唯一dict']",农林牧副渔,"['古建', '凉亭']",0,0,唯一dict,0,B2B,1
