根词名称,行业词数量,长尾词数量
福能,59,45866
深圳能源集团,66,1374
矿务局,59,55931
光伏网,693,21698
付煤,44,4164
无所不能,29,4982
超威,44,89288
努尔白克力,41,644
风能协会,29,217
国家能源委员会,21,123
深圳市能源,125,7373
电监会网站,38,95
国家能源部,35,295
许厂,26,3511
陈矿,119,7800
白克力,47,3785
能源管理公司,116,1732
新能源燃气,41,818
中机新能源,24,221
发新能,42,2906
李凡荣,18,176
刘成录,18,99
童光毅,21,140
新能源网站,23,242
国家电网报,16,979
李位民,16,180
建设能源,904,10879
国轩高科,15,5609
义煤,26,15165
临沂矿业集团,14,285
张寿利,16,134
吴新雄,14,387
能源业,1464,33388
枣庄矿业,55,1857
乔乃琛,13,65
国家能源网,22,90
光伏论坛,60,510
深能,16,25934
云南能投集团,16,782
能源股,1145,42349
薛浒,14,397
高煤,60,15939
国际能源网,12,43
能监,253,77362
京能清洁能源,12,168
苑舜,17,3469
枣庄煤矿,52,1445
能源系,232,7904
能源部门,14,420
丁焰章,10,734
田志锋,14,174
井矿,183,205766
淄博矿务局,9,965
综新能,12,163
中国新能源网,12,84
侯宇刚,8,73
兰春杰,8,67
刘孝孔,9,227
孙中辉,8,338
万跃鹏,9,38
再生能源项目,45,362
孙世海,7,204
风脉,7,8015
国家能源委,38,243
京能科技,52,5961
亿千瓦,17,829
谭荣尧,7,29
任国顺,7,149
能源界,98,2096
攀业,6,762
华北电管局,7,69
北京京能集团,23,1481
光伏网站,54,622
丁立臣,7,23
武所屯,6,206
杨尊献,7,66
綦成,6,84
联研院,3,109
东方能源官网,14,36
中华新能源,6,51
义煤集团,7,2568
监会,598,459887
吴协祥,5,55
最新的能源,236,7354
张传毅,5,126
中国电监会,5,30
中煤公司,246,13951
戚玉松,6,44
朱法伟,6,35
电力监管条例,6,136
戴晓曙,4,24
国家电网集团,33,1612
和动力,19,39912
太阳能光伏网,21,627
段育鹤,4,23
启鑫,8,4601
任衷平,4,13
许永盛,4,154
监电局,227,1764
郭修杰,3,60
国家电力网,4,172
超威电池,14,38648
张应伟,5,60
陆清梓,4,20
滕东矿,10,150
冷核聚变,2,264
正硅,11,563
新能源股,299,16750
新燃料及能源,2,4
厦门科华,1,679
电监网,43,449
燃气新能源,41,818
郑沐春,2,57
拓曰,4,66
国投新集集团,4,72
枣矿田,11,180
解化,2,21674
巩铁,2,3693
柳玉兴,2,48
巩学刚,2,24
淄矿方,9,64
丁曲丽,1,24
能造,14,45292
王仲颖,2,17
田介花,2,47
国伏,135,7611
刘继茂,3,21
电项,23,13912
英大网,2,150
与动,226,44222
bipv,37,1136
1mwp,6,98
snec2016,4,9
2016snec,2,11
snec2015,2,3
2015snec,2,2
循道,3,2530
全球新能源网,2,3
何旖莎,1,75
电鉴会,1,3
户用光伏,189,5746
bnef,12,101
500mw,12,1173
sun2000,18,287
100mwp,3,93
章建华,26,1183
邹逸桥,4,37
snec2019,5,64
nextracker,2,46
郑逸萌,2,32
bapv,3,85
80mw,2,528
