根词名称,行业词数量,长尾词数量
农药标签,112,1837
农药代理,194,1130
吡乙酮,52,439
侨昌,71,5521
农药配方,94,613
噻草胺,89,445
蜡芽菌,68,2753
苞卫,52,649
鲜胺,1281,8062
申嗪,64,310
霉灵,734,7021
草甘,4069,316707
烯效唑,77,1193
草铵膦价格,79,358
农药价格查询,45,142
甲氧虫酰肼,47,316
敌磺钠,51,324
丰山,52,168368
灭生性,38,325
垦收,38,314
氰烯,252,2986
劲护,68,1314
农药代理商,57,315
苯嘧磺,64,233
禾技,41,322
烯禾啶,45,189
草腈,62,360
氰虫,386,3288
拜宝玛,38,65
顶苗,36,4746
氟草胺,516,3684
菊酯类,124,2296
默赛,48,19998
劲护氰烯菌,35,68
噻螨酮,58,269
异菌,223,3700
扬农化工,44,1394
噻菌胺,80,434
己唑,303,1613
螺甲,29,1511
丙唑,752,5892
扬农,193,24571
已唑,131,789
农药报价,41,252
萘菌胺,24,82
辛硫磷颗粒剂,27,193
霉威,277,1920
母药,43,58467
折百量,25,243
百士威,25,1963
威远生化,30,428
乙莠,132,810
常隆,26,3522
南通江山农,40,186
环菌胺,82,593
草剂,13191,168601
隆施,49,5179
农化网,48,445
并烯氟菌,27,57
奥拜瑞,19,242
农残检测仪,86,1588
环丙唑醇,42,214
氟环,451,4744
树荣,21,12993
甲环唑,735,4745
萤蔺,21,89
粉唑,184,3692
杀虫剂厂家,49,687
农资电商,37,917
锐超麦,24,191
磺菌胺,17,139
克百威原药,19,68
戊灵,519,4252
异丙甲,215,1964
羧草醚,197,1531
咯菌,180,1309
酰菌,267,2161
环虫酰肼,14,58
稻悠,24,366
硅唑,161,1336
大弓,15,14058
环丙唑,531,3340
禾啶,55,263
氟菌霜霉威,17,90
烟嘧莠氯,12,81
恶霉稻,17,96
六夫丁,40,326
氯噻啉,14,179
可湿粉,271,2989
吡丙,153,1464
永农百速顿,12,24
氯氟氰虫,49,630
农药人才网,22,81
蜡芽,71,3129
敌草快价格,17,106
烯唑,298,2568
杀剂,331,15261
氰烯菌脂,10,28
氯酰草,7,1107
碘磺隆,13,83
咪鲜胺杀菌剂,10,67
代森锰,563,5490
乙草胺乳油,10,69
安融乐,9,174
杀线剂,7,108
解草酯,16,203
丙环挫,9,41
噻磺,39,185
母灿先,11,29
虫啶,1147,8192
灭幼,161,8102
缬霉威,14,73
曼枯病,11,111
氟草铵,16,109
喜思安,10,39
异恶,106,6184
甲戊灵,432,3685
去莠津,461,4278
哌虫啶,11,35
氟唑炔,13,54
施芳,13,2886
高氯氟能,6,47
农资电商平台,10,215
异恶松,72,590
噻菌茂,5,42
甘膦,3482,29430
芳氧苯,10,120
死棵用,8,148
吡噻,186,915
严端祥,6,9
治霉灵,37,239
飞防药,82,716
治稻,846,9473
氟草醚,535,4578
乙氧磺,67,318
治穗,84,1016
二磺,112,3351
绿德地,8,1422
意莎雷,5,12
氟草,1535,12573
灭虫剂,7,658
稻艳,16,221
丁噻隆,9,93
宝卓乙唑,16,116
新势立,3,62
百螺敌,4,125
环唑醇,91,545
菌唑,1495,13771
甲维唑虫胺,17,50
刘绍仁,6,99
氯氟菊脂,40,403
永农百速,17,59
甲霜恶,140,1006
地氰烯菌,9,23
稻药,2305,22771
农药商,5,19
高霉酸甲,5,24
百枯净,8,121
草灵,612,33506
杀虫杀螨剂,7,78
加氰氟草脂,5,26
麦畏,169,1181
种衣,605,24118
吡酰草胺,74,330
菌清,617,14391
喜思安克菌丹,6,14
氟嘧菌,92,268
噻酶,3,40
野黍,4,141
稻瘟灵加,3,15
乙氧氟草,147,1791
氰虫胺,132,527
笨甲丙环,10,57
虫剂,4139,103798
嘧菌治,67,375
劲兴氰烯菌,2,3
丙隆,149,1748
溴氰噻虫,11,48
用戊唑,51,387
丁草,438,24357
笨甲嘧菌脂,3,11
羧草胺,6,52
劲兴氰烯,4,10
嘧菌代森联,6,13
草甘林,3,554
虫酰井,5,39
奥拜瑞戊唑,2,5
鲜胺治,78,370
环苯草,7,69
螓酮,2,23
螟用,51,392
稻酰,31,154
芸胺,20,187
硫磷网,4,21
打甲维,47,432
宝卓杀,2,60
乙氧,465,125472
苯氧菌胺,4,36
醴肠,7,63
酰嘧磺隆,13,59
杀稻,42,1111
纽发姆农,6,15
异噻菌胺,7,30
南通江山农药化工股份有限公司,5,26
高氯氟啶,5,14
爱收乐,5,70
辛磷,771,7170
朱恩林,5,74
甲维氟啶,6,23
爱地森,4,39
草酮加,4,104
果苄,3,53
环虫,63,3890
环唑加,26,133
氯氟吡甲,7,122
磺隆加,13,137
高氯菊脂,9,47
菌思奇,2,85
戊吡虫,11,57
烟莠辛酰腈,2,9
维虫,870,13373
吡草唑,12,75
收药肥,9,440
甲托治,7,73
氟嘧菌脂,6,15
定酰菌胺,2,8
扬农六夫,1,10
姜瘟净,2,41
芸恶,4,351
可粒剂,2,113
测盒,15,14154
快草酯,2,42
恶醚,7,153
曲耀训,1,3
异丙草莠苗后,3,24
氯氟氰草,7,112
劲护氰烯,36,71
二戊甲灵,419,3590
去津,571,119559
羧草,231,1793
打潜叶蝇,6,66
霜霉疫用,3,8
氰烯戌唑醇,1,2
氰烯戍唑醇,1,5
氰稀戍唑醇,1,1
羧氟草胺,4,40
用氰氟草脂,2,54
磷乳,106,1477
双嘧磺隆,14,43
比多咪菌脂,1,1
吡氧酸,187,2058
丙唑醇,63,334
稻游氰氟草,1,2
赛虫嗪,3,14
甲维虫胺,36,101
氟虫氰防,4,57
恶霉甲霜,128,950
一杀茵剂,1,4
噻霉酮易,5,14
氯氰菊酷,1,15
氯氰是,1504,18862
侨昌药,8,66
司乃国,1,2
戍唑嘧菌,2,13
氯氰草,13,179
打氰氟草脂,1,9
精甲禾,7,155
用嘧菌脂,6,29
噻呋鲜胺,4,19
氯氟吡虫,25,242
稻胺,293,1853
鲜咪菌,130,559
稻顺氰氟草脂,2,2
丰戍唑醇,1,3
嘧唑菌胺,17,86
孙叔宝,1,50
蚜酮治密虫,1,2
药原,1696,39366
维氯虫,55,290
戊唑氰烯菌,7,31
烟嘧其莠氯,1,2
环菌唑类,5,22
烯酰密菌脂,1,1
甲氧咪草,44,245
氟唑菌胺,96,404
噻呋嘧菌,23,84
华乃震,1,3
异丙草莠苗前,2,5
氧菌胺,7,133
氯氟氰能,17,377
幼脲,151,1308
烟田用,3,63
氯比嘧磺隆,153,904
蚜醚,6,31
用唑醇,66,570
甲二戊灵,419,3590
多甲氧虫,19,56
鲜唑,276,1188
双嘧草醚,18,66
氟磺酰草胺,3,18
吡氟酰,78,345
甲霜噶霉灵,1,2
氟菌戌唑醇,1,1
叶贵标,1,45
磺草酮治,1,7
环吡氟草,3,20
拟虫菊脂,3,35
甲霜是,650,6979
加苯嘧磺,1,3
甲氧虫酰阱,1,5
苯唑菌胺,11,53
灵四螨嗪,4,11
佰靓珑,3,64
以虫菌胺,11,85
恶霉嘧铜菌,1,4
加氰氟草,26,126
王铜配,4,74
乙氟磺隆,14,75
异丙乙草铵,2,3
迈睿丰,3,13
德民欣,3,47
富尊,3,9443
氟菌唑醚,40,144
硫戍唑醇,1,11
氟苯虫胺,96,290
腈亩,1,10
中戌唑醇,1,1
永农草,35,156
虫胺,1540,9758
双唑草,45,233
用氯氟菊脂,2,20
嘧菌稻,66,238
其嘧磺隆,1,2
氟草隆,56,319
丁药肥,5,161
sdhi,19,125
revysol,3,4
tioxazafen,5,11
oxathiapiprolin,2,4
flupyradifurone,2,3
halauxifen,2,3
florpyrauxifen,2,2
bicyclopyrone,2,2
pyriofenone,2,4
rinskor,1,6
isofetamid,2,3
ourofino,3,9
corteva,4,64
tetraniliprole,1,2
flometoquin,1,2
saflufenacil,1,1
acuron,1,2
amisulbrom,1,2
fenpicoxamid,1,1
ipfentrifluconazole,1,1
Spirodiclofen,2,2
arylex,1,1
zorvec,1,2
orondis,2,2
亿蜡芽菌,1,2
Timorex,2,4
aminopyralid,1,1
pyroxasulfone,1,4
afidopyropen,1,2
效唑,1253,22807
bixafen,4,9
柱根腐,17,27
elatus,2,9
pyroxsulam,2,3
thiencarbazone,2,4
isopyrazam,1,5
flubendiamide,1,4
voliam,1,10
boscalid,1,13
trifludimoxazin,1,1
isoflucypram,1,2
柱根病,10,29
bollgard,1,3
双丙环虫,20,76
萃科,7,1787
沃丰素,4,184
录吡脲,4,74
烟嘧磺,225,3200
氟酰草胺,97,515
氟氯啶,32,296
环嘧菌,143,933
乙螨唑加,3,28
环溴虫,2,31
丙硫菌,172,1093
agrow,6,36
nongyao,3,117
albaugh,1,9
tebufloquin,1,1
dimoxystrobin,1,1
tolprocarb,1,1
quinofumelin,1,0
votivo,1,31
abamectin,1,24
ametoctradin,1,2
shachongji,1,6
benzpyrimoxan,1,1
propyrisulfuron,1,1
canliunongyao,1,1
thiamethoxam,1,8
sy201005636,1,1
bichonglin,1,2
luomanzhi,1,1
agraquest,1,3
nichuchongjuzhi,1,1
y14078,1,2
metcamifen,1,1
rynaxypyr,1,1
rimsulfuron,1,2
pd20151683,1,1
agrochemex,4,16
chucaoji,1,30
脲用,50,3063
促根剂,6,270
草膦,5283,60181
稳腾,34,900
稻裕,5,442
氰唑,311,2316
坐醇,9,200
夫虫胺,2,27
一氯频,5,221
