根词名称,行业词数量,长尾词数量
si2301,71,311
lm567,83,476
2n5401,88,340
issi,87,718
op37,69,499
ao3400,81,335
lm2904,60,476
tip127,88,358
1n5822,77,324
lm317t,87,519
bu406,73,540
uc3854,59,297
ir2104,58,882
d880,35,672
mxt,75,1397
华强电子,162,2576
s9012,69,475
ahc1g,0,1
ic是什么,322,10945
电子电路图,84,1234
irf630,49,207
si2302,68,320
ad835,67,212
1n5408,79,417
bourns,72,438
穿心电容,74,633
afbr,72,190
多谐,122,2620
hfbr,122,353
ixys,76,396
ic交易网,74,290
电子网,139,10940
m306,4,265
威世,64,24289
ad9854,64,409
5822,154,1500
tip42c,64,400
ic资料,135,1278
bat54c,51,197
2531,77,1612
lt1,2,537
芯片查询,167,2631
9926,152,1959
元器,61,62850
维库,64,62507
cd4543,49,137
gp2y,1,36
sfh,147,1152
rfmd,54,185
低音炮电路图,84,712
ic网,238,2248
lf398,40,217
atq,42,427
贴片电阻电容,88,1163
u0c,0,33
c5n,2,73
r5f,2,47
hc1g,2,68
txc,44,1926
贸泽,82,20617
cy8c,2,7
4565,64,916
电子元器件网,89,409
手机电路图,64,1067
cw7805,37,154
mxic,43,368
trpbf,54,178
华强电子网,38,288
贸泽电子,46,324
ic品牌,122,1777
cs5532,31,265
ic采购,70,444
k9f4g,2,6
ad8367,33,145
电子元件采购,48,270
l6561,24,124
s9015,34,262
ic公司,71,3493
88se,4,100
ud2,7,60
电子ic,252,6437
u0e,2,30
bdw,26,795
pdip,49,287
f3p6,1,4
l6563,23,151
捷配,15,19839
tqp,45,306
3415,76,2402
1bm,3,121
0ct,0,323
元器件交易网,26,74
xkt,32,758
LM339,355,2794
5vb,0,157
芯城,69,6162
ic元器件,82,546
lg9110,22,96
afwg,30,60
SG3525,431,3474
爱特梅尔,28,150
ic交易,126,979
4c8n,0,1
9110,197,3423
5v0,0,70
xtr105,25,84
torex,25,145
华强网,101,2435
npbf,28,88
平尚,24,9613
电子元件查询,65,222
em2i,0,1
onsemi,22,249
l6203,23,104
中国ic,73,2461
5vd,0,44
7833,52,681
adt1,9,21
ic查询,134,2170
g676,3,161
tny,992,4561
4485,22,537
zetex,19,92
5c2,6,169
MOSFET,1460,12847
us1g,21,68
电饭锅电路图,27,527
BYV,189,741
aup1g,0,1
同相加法器,21,167
ice2,4,67
c6n,5,37
ad8009,18,56
L7805,81,630
a3p,7,123
hcf,360,1805
rnj,84,413
04an,0,4
masw,23,54
elctr,27,52
78L05,222,1606
c5v6,11,83
mip3e3,18,45
1zs,11,42
m5m,5,199
容值表,3,136
rjk,33,398
v6p,0,50
电子元件商城,24,121
3dg,13,240
c1g,7,67
222yn,1,51
ahct1g,0,1
BT136,184,868
IC芯片,376,8293
低导通,7,139
电子代理商,25,296
ic网站,114,636
as5040,14,106
高压贴片电容,24,216
brwz,20,81
ma4,6,1211
tq4g,1,1
c2l,1,104
5nu,1,13
r4g,6,248
ktd,33,504
g5nb,12,26
trg1,3,17
mospec,14,53
ti代理,75,479
dbvt,34,90
qcpl,18,32
sitime,22,326
b5f,1,20
保险丝管,35,768
电子元件网,74,319
es1g,13,53
dcur,20,49
g2rl,6,58
手册网,23,9520
华强芯城,12,63
半导体元器件,19,398
tt86,2,42
im5,6,163
upsd,11,67
ahct1,0,1
8309,55,985
pxo,1,73
电子交易网,39,463
行逆程,12,301
mmbd,96,259
bruz,38,134
0s1,0,24
LM393,437,4074
UC3845,109,979
LM311,137,801
78M05,123,779
5v6,2,180
ti代理商,39,218
dctr,13,45
mmbf,23,64
富联威,10,76
5v0s1ba,0,1
bav,292,2491
l1g,0,79
ba6,8,176
mw6s,1,3
bzr,6,230
bl3a,8,21
2N7002,127,619
R2J,0,10
g547,2,183
ddcr,32,83
pdta,20,310
rgtr,8,45
tr7,8,159
sg8,0,145
cy8ctma,2,2
tq1g,0,1
4949,18,1518
万联芯城,9,76
rger,16,72
r5f2l,2,3
0uf,0,17
wt1g,0,2
acz,15,537
apbf,7,23
中国电子网,7,133
电话机电路图,10,130
tah1,5,10
淘芯,10,2694
3ad,7,454
升压电路板,8,87
tajb,30,89
2zs4,4,14
2SB,6,140
ARZ,127,637
sedt,14,33
lp6ge,0,1
r7f,2,28
bzt,129,801
ifbg,7,18
车用继电器,13,694
czzr,7,15
hr7p,0,13
0ns,0,80
irg7,0,1
2CZ,16,105
5c1,4,134
lpbf,1,6
acpe,11,183
2r7,6,100
stdp,24,206
ic市场,15,500
ka5m,1,2
emse,10,116
vt1g,0,1
fmmt,56,126
tajd,14,127
crwz,6,36
抹音,5,2092
cb5,3,214
k9wbg,0,1
维库网,20,574
dpbf,7,105
75kf,4,31
t8c8f,7,45
t1b,4,752
adtt1,2,6
bivar,6,16
icve,6,204
sdrh,7,126
rlg,6,196
sk0f,0,1
lxdc,5,29
G4B,0,54
acpf,6,57
BAV99,93,410
1WR2,41,119
aclp,5,42
abs8,5,63
3dg8,6,20
纳安级,5,132
4r7n,4,13
ebms,15,116
acutr,5,10
5pa,4,307
drlr,11,28
2SJ,2,63
K4B,1,38
金煌鑫,5,35
dgvr,4,14
lfbga,5,21
易芯易,50,4277
0im3,1,1
as4c,0,6
gs1g,4,17
dwtr,7,36
3dk9,4,16
裕铄,5,19
云汉芯城,6,445
G6C,8,51
0tfi,0,1
tr5v,5,10
2WR2,17,55
acfu,4,126
ms8e,0,4
tajc,13,104
etj,6,154
潮光,3,8420
dbqr,8,75
ztx,37,479
pdtc,36,220
bvg0,0,2
mip2,3,10
登辰易,4,8
芯网,207,13717
lp3e,0,3
cpga,5,56
gsz,6,446
slg8,0,1
cz6,0,54
dbzr,3,8
jauch,4,21
eut,11,419
rhrp,60,133
nnc1,3,115
12063,6,258
华强网电子网,8,28
家旺成,4,116
fx8,4,584
中国ic网,29,117
中发电子城,3,56
5sh,2,59
rhlr,4,24
1zst,2,10
2lt1,0,2
g5ca,2,9
cim3,1,16
p6KE,21,135
aec1,3,30
bsop,3,46
9bn,0,50
ajst,3,4
3ic,0,175
m0l,1,32
粤鑫朋,3,13
斯普仑,3,162
hfct,3,59
y0n,0,26
fcpf,16,45
仙童代理商,5,39
trlf,1,12
博芯达,3,49
mgch,3,18
rgtt,1,14
fnpbf,3,6
mmbz,48,108
琦屋社,3,57
mmpq,4,8
UBA,61,1095
春花牌吸尘器,4,40
ems8,0,20
ddct,13,169
c3t,1,86
cb6,1,363
行起振,11,678
反激型,8,131
tt1,1,219
东之洋,4,60
dtt1g,0,1
ca1458,4,26
cfs1,3,168
cvig,18,36
vmte,4,7
g507,2,241
vtl5c,3,6
Vishay,213,1293
et1g,0,2
ibzt,3,5
mip2d2,6,22
捷比信,9,168
adtg,5,48
elm7,0,1
ams1117,466,2408
tda2030,410,4096
stc89c52,361,3779
mc34063,347,2086
3842,1110,14768
uln2003,306,3076
74hc595,260,4082
stc12c5a60s2,256,2585
600b,163,1371
12vdc,138,1099
10uf,193,2469
uln2803,185,1254
7815,393,3245
bta12,121,538
tda7294,174,1397
stc89c52rc,161,624
c8051f,160,1440
mcr100,74,284
100uf,137,1512
stm32f103c8t6,146,2111
bt137,134,726
at89c2051,128,336
bt151,137,1059
max3232,136,1271
tda7850,134,3557
74hc138,135,1545
bt134,109,467
adc0832,131,2506
sja1000,125,1124
tda7388,126,1553
opa2604,125,1518
x7r,118,2243
tl082,119,885
viper22a,120,1072
bt131,99,491
to252,111,791
47uf,112,979
lf353,101,598
cd4052,112,701
irf3205,113,1104
13005,251,1826
74ls373,106,874
tda7293,118,1595
dc12v,73,3270
l7805cv,102,667
infineon,102,834
tlp250,101,687
btb16,69,276
tl072,92,722
470uf,91,894
p521,89,841
stk621,63,158
irfp460,93,540
j3y,91,809
24c16,92,674
ht7533,63,253
74hc00,95,516
bta08,67,330
bta41,69,280
tda7377,96,876
moc3021,90,665
cd4518,102,732
lm2940,84,538
4n25,87,534
bta06,64,272
h20r1203,91,559
in5819,88,587
8n60,89,656
lm2575,72,391
opa627,91,983
88e1111,70,603
bt139,65,282
1n60,81,369
4n60,81,455
fairchild,81,493
05vdc,49,143
gl850g,70,387
lqfp,243,2391
74hc165,80,744
ft232rl,82,676
b772,84,676
ad623,83,648
1n4001,84,471
l7812cv,81,327
tps5430,79,643
ds12c887,76,602
uln2003a,79,703
lm337,80,670
x5r,87,1924
5819,387,3435
icl7106,79,454
22uf,74,752
ht7333,55,147
74ls08,79,465
ht1621b,74,613
bt138,72,286
7133,168,3107
rt9193,49,184
hr911105a,64,234
bta41600b,67,237
bc817,49,177
irfp250,75,353
ad827,81,1002
2576,695,5798
sod323,74,521
tq2,30,127
bat54s,66,247
bta24,54,173
lm1875t,76,899
ps2801,41,157
bt33,71,585
lis3dh,71,648
stm32f103rbt6,72,316
cd4053,75,335
irf540n,71,596
ss54,64,471
tea2025b,76,599
ss24,70,572
ca3140,73,364
2n3906,71,306
1n5824,63,160
ll4148,67,360
74hc74,68,488
817c,65,763
atmega328,69,504
lm3914,65,366
a2shb,68,265
atmega8a,50,345
tl074,67,445
3906,285,3639
ht7133,54,174
ld1117,61,351
2n2222a,69,269
stm32f103rct6,65,604
opa847,66,265
74ls20,65,1150
lm336,54,247
2272,366,5712
lm385,53,317
cd4001,69,281
2n60,68,407
74ls151,65,1619
aqh2223,56,205
24c128,59,553
moc3052,50,216
op07cp,58,340
upc1237,63,413
1n4004,65,260
tlc2543,63,604
isd4004,63,520
ap8012,67,629
75nf75,66,420
stm8s003f3p6,61,224
2n2222,61,336
hs0038,60,489
irfp450,66,281
g6k,32,165
pt2399,62,483
fga25n120,70,368
uc3846,61,660
lm2576t,52,202
74ls153,60,1508
op177,61,172
tny276pn,61,327
es1j,58,426
a316j,59,470
sp485ee,52,143
cd40106,66,344
hcnr201,52,296
bta20,54,214
mb10s,62,418
lm293,55,266
lm2903,57,302
d1047,62,643
tc35,58,636
ht7550,38,176
662k,60,277
ir2136,53,270
sg3524,63,446
lm2576s,41,235
lf347,65,233
b0505s,42,159
lv25,20,477
pam8403,61,679
lf356,56,213
112dm,32,221
ir2101,57,434
smbj5.0,3,30
mp1584en,53,292
lm1876,61,653
uc2844,58,460
epm240,55,338
bmp280,57,545
db107,51,319
icl7135,57,449
24c256,59,342
bmi160,52,296
ha17358,55,230
ir2103,56,478
5n60,59,409
lm339n,62,502
ss8550,55,493
ka3525a,57,388
mc1496,55,720
ka3842,65,630
adv7180,55,169
93c46,59,452
25n120,62,488
tlp291,41,134
rs1m,55,477
tda7297,52,574
lm723,56,397
a3120,54,436
2n7000,54,230
bd139,49,199
78l12,56,207
1n5817,52,159
mmbt3904,53,262
tja1040,56,266
lm338,53,384
ob2263,55,485
la76931,57,852
2sc5200,59,314
lt1083,50,371
sp3232een,40,178
tlp281,41,235
ne556,60,351
4n35,55,344
gal16v8d,47,187
7840,159,4127
irfp250n,47,220
cd4040,48,252
pic16f73,34,162
tyn1225,50,218
az431,52,387
g5la,22,43
74hc244,55,398
stm32f105,51,818
24c01,50,275
btb04,44,165
dp83848,49,765
hip4082,41,183
mb10f,51,612
atmega32,49,336
tja1042t,19,58
stk401,31,114
irfz44n,53,291
tny268pn,49,152
lm555cm,45,146
24lc64,47,98
cx20106a,51,262
cd4093,51,249
25q64,57,707
bzx84,26,72
mcp6002,45,127
pic16f877,50,348
bt152,47,170
pc929,51,354
74hc08,50,217
icl7660,49,279
tea5767,48,523
mc9s12xep100,48,125
lm2577,49,338
24lc512,34,68
2n60c,54,156
pc923,48,215
5l0380r,52,248
hk4100f,37,192
tip35c,51,177
78m12,48,178
1n4733,50,210
al422b,49,123
xc6slx9,40,160
lm358n,51,355
as1117,35,198
ss310,43,288
7n60,53,353
stk392,33,74
btn7971b,48,158
74hc14d,48,264
uf4007,45,373
89c2051,49,238
ina128,47,392
bc807,33,93
6n136,44,264
lm117,45,359
icl7650,45,209
lt1085,49,201
d882p,46,296
buf634,48,207
bta12600b,49,108
ao3402,45,106
mj11032,51,292
pc814,47,162
c8051f320,46,183
c8051f120,47,231
tms320,47,645
cd4541,49,207
atmega64a,40,165
mc1413,46,197
2sc3356,45,140
74ls175,49,563
2n4401,52,145
at24c64,49,298
kbp210,45,138
cd40110,47,228
tas5711,46,183
pdiusbd12,45,150
12n60,49,384
lnk364pn,42,213
tny278pn,43,222
tda7266,47,225
l9110s,40,425
ad1674,45,216
re200b,43,291
cd4067,44,199
tl062,50,275
lan8720,46,759
in5822,46,301
tda4605,39,226
mmbt5551,46,147
fsd200,48,447
uc3875,47,327
bav70,42,166
lan8720a,46,402
pam8610,43,293
74ls14,44,300
lt1084,36,134
1n4148ws,41,112
1n4742,37,155
bu508a,45,157
74ls273,46,437
ir2153,49,346
uc2845,43,281
74hc4051,44,205
cs4344,44,199
ad8302,44,168
2p4m,43,337
top247yn,46,198
lm1084,37,183
tl432,45,206
tas5707,43,241
mp1482,44,207
e3x,29,831
c1237ha,42,149
a3144,42,215
max706,44,223
l7912cv,39,116
kbp206,48,140
ss36,42,292
cny17,13,41
50n06,45,163
2sc3357,44,107
moc3063,40,358
at24c08,43,229
xc6slx16,41,121
sg3525a,46,345
ad736,45,188
9435,216,1119
lm2902,41,185
kbl406,36,161
ka7500,45,518
ao3415,38,119
atmega64,40,298
5q1265rf,43,272
ir2130,42,253
irf9540n,38,140
9926a,43,182
irfp2907,42,118
bt169,41,196
817b,43,368
opa2107,44,376
25q80,42,190
as358m,40,154
80nf70,46,326
7333,173,2528
tl084cn,42,287
82c55,43,217
62256,100,493
102k,42,509
25q16,40,252
sk34,41,224
ss110,38,277
bc337,37,116
uc2843,44,341
irf4905,42,240
sipex,58,197
lp2950,32,64
irfz24n,42,125
1203p60,39,125
xc6slx45,34,77
irf9z24n,35,90
13002,61,572
top258pn,38,227
at24c256,39,316
us1m,38,357
pqfp,51,347
l7809cv,36,104
bcx56,26,90
hf32f,23,113
tsumv59xu,29,117
bt169d,43,202
cj431,36,156
hcnr200,38,252
40n120,45,244
spx3819m5,23,41
79l05,44,168
top243yn,40,207
mp1470,34,147
sp485,38,335
88e1512,38,180
moc3023,44,233
mcp6004,29,110
ha17555,39,123
kbp310,37,169
hfd4,28,114
1n4148w,36,121
intersil,38,254
cr1220,37,729
bt33f,39,232
cd4081,39,159
3dg6,38,419
40tps12a,41,121
stm32f103c8,38,522
lm2575s,28,93
stm32l151,39,854
x5045,39,279
ad584,39,136
kbp307,40,182
lm7815,42,277
lm158,37,209
lm319,37,161
stm32f103r8t6,39,121
4407a,39,162
la7841,46,505
h30r1602,37,115
tlp185,35,175
bma250e,38,118
ps21765,36,86
mp1482ds,39,105
tny264pn,31,174
stm32f103cbt6,38,112
ir2113,31,254
10uh,40,494
ad633,39,240
spx1117m3,24,53
sgm2019,30,76
el817c,35,196
lm224,39,239
ua741cp,38,198
ha17324a,42,103
max487,37,253
acs758,35,145
74ls86,38,480
tm1628,39,513
a7840,43,392
74hc123,37,183
bc547,42,196
ht1622,38,207
100uh,41,374
lm2941,36,131
1n4733a,39,104
op2177,35,92
atmega88,36,168
apm4953,38,205
cf745,25,92
xl1509,35,240
cd4049,40,212
mic5219,27,80
4r7m,31,131
sshm,40,84
irf3710,43,209
d13009k,41,133
p6ke6.8,3,16
80c52,36,410
tda7379,41,387
max202,37,209
cs5460a,36,208
xtr115,37,200
ntc5d,20,176
tl081,36,181
356t,29,98
uc3525,37,189
at24c512,37,236
stm8s105,37,542
pic18,36,799
k40h1203,35,71
pam8406,38,156
tlc1543,37,226
dk94,19,55
mc1648,36,187
usblc6,17,44
8n60c,38,321
tl3842p,36,123
imx322,36,244
cd4094,40,212
bl8530,29,85
adv7611,37,223
irf9640,38,106
hmc5883l,36,608
ir2109,35,108
gbu406,37,86
spx1117,25,104
bcp56,29,104
stc90c52rc,31,153
richtek,39,152
opa2277,34,172
lm318,36,275
adf4351,36,325
bcr8pm,38,129
tps7350,36,174
irfp260n,41,180
stm32f103vct6,35,201
tec1,15,165
tmb12a05,30,97
cd54,37,288
tip142,38,187
pt1301,33,101
stm32f103ret6,50,167
h15r1203,40,146
irfp260,43,185
ov2640,35,1216
el357n,30,225
lm321,37,336
opa227,32,139
fr307,37,268
ss26,36,170
1n4742a,36,101
ne555p,39,407
la78040,39,500
74ls32,36,231
mc1403,38,146
tpa3110d2,36,260
lm431,34,259
cr2450,37,794
tda7385,33,260
tda1308,35,254
srv05,13,51
cf775,23,91
irf9530,32,118
ht48r06a,20,57
ad712,37,307
b0505,32,104
ths3091,35,125
xc7k325t,29,264
k2645,39,443
mc9s12,35,511
moc3022,31,168
74lvc245,35,159
reg1117,28,65
ucc28019,35,195
bta100,22,97
4012,165,7927
ob2269cp,34,142
ad823,40,244
ffpf15s60stu,23,64
la78041,44,457
24lc32a,30,61
g60n100,40,163
max488,34,176
74ls85,35,327
adum1201,31,186
2sc3355,35,100
l7815cv,35,130
l7915cv,37,65
top256yn,31,141
hw101a,29,77
tcrt5000,33,414
chd29168,45,491
75176b,34,137
mc145026,38,85
3r3,33,399
9435a,35,126
hcs301,34,286
kbu1010,33,116
ir2184,32,152
mj15024,34,226
tl072cp,34,115
opa604,36,262
tyn825,33,66
uc3825,33,232
883b,33,181
l6219,34,85
byv26c,34,142
2sk170,34,191
bma250,34,169
k30a,37,230
stm32f407vet6,32,230
tc4427,32,112
mlx90316,34,155
h1102nl,31,89
kbl410,33,113
tja1042,31,194
la25,7,55
in4004,32,214
la76832,36,191
1n4735,35,95
40tps12,34,74
ir2110s,33,280
k9f2g08u0c,29,72
lm338k,37,212
lm4871,35,285
ob2269,33,399
c3355,39,116
pic10f200,32,123
2844b,37,219
lm124,36,214
sr560,34,320
mb6f,33,240
micrel,33,116
tda2004,35,235
opa2132,33,205
lr7843,33,186
irfp264,34,91
bd9211f,33,81
jrc4558,37,428
ep4ce6e22c8n,30,109
uc2842,31,258
ad811,34,110
2sc1815,36,189
9z24,33,131
mfi337s3959,29,95
irf530n,33,159
cd4098,32,171
mt41k256m16ha,27,39
3dj6,35,272
at28c64b,34,74
tny266pn,34,151
bas16,27,93
pic16,31,771
ru6099r,34,111
gbu808,33,164
ams117,24,193
hsms,58,300
cs4398,32,1146
pc817c,33,236
sst25vf016b,31,115
lm1085,30,138
6n5p,38,326
e13007,26,152
74hc153,31,242
tny279pn,25,134
lnk304gn,31,211
at28c256,28,54
baw56,31,89
l6599d,33,327
am26ls31,34,120
24c02n,29,147
ttp223,23,413
ntc8d,17,99
pga2311,33,113
2sc2922,32,155
top222y,31,97
ne556n,34,121
top249yn,31,131
tc4422,33,136
lcmx02,20,43
ps2805,21,43
pt2264,32,452
a733,36,280
irf830,33,151
tc4420,35,140
88e6060,28,69
an5192k,29,56
11bp,27,204
stm8l151,32,623
stk350,20,67
top244pn,30,84
tny277pn,34,154
an5265,36,120
gal16v8,28,227
mc7805,28,106
tl062c,22,82
lm335,30,119
lm193,25,107
tc7107,28,176
c4468,34,199
cd4068,33,62
74ls06,32,136
l6562d,33,294
h20r1353,30,231
kbl608,29,90
st7565,30,268
tl494c,33,169
al1a,17,77
wm8960,30,148
p6ke18ca,33,72
tny264gn,24,118
93c56,35,156
lt1086,23,88
sf56,36,166
tms320f28035,31,204
lm3886tf,30,213
2sa1301,36,114
stc11f02e,32,154
mbr20100ct,33,100
atmega32a,29,143
stm32f407vgt6,32,114
hcf4053be,27,63
bas21,27,78
stk3048,34,167
rc0603fr,26,77
tda8350q,32,237
opa541,32,146
tps3823,24,74
tip32c,26,119
irf1405,31,96
mc33079,29,83
tl074cn,27,112
hcs300,29,206
2n2907,31,125
as3933,28,177
mega8,30,355
at90can128,31,89
in4001,35,380
es1d,30,137
ir2112,30,141
lqfp44,26,176
tca785,28,192
j13007,26,151
tms320c6713,31,151
l7824cv,31,78
s6708a,30,119
mic29302,26,154
mc34063a,30,255
cd4538,27,119
lm7809,31,165
lm393p,28,123
93c66,30,282
8s003f3p6,27,145
moc3083,30,218
lnk306,29,167
k3569,32,263
4742,159,1382
74hc595d,32,229
uc3906,32,94
ad847,35,190
hr601680,33,54
ka7815,31,69
ap3064p,25,67
fz400r12ks4,26,103
k4b2g1646q,24,40
ht7150,22,83
ka3525,37,530
tl082c,32,117
ar8033,23,117
bm1117,23,65
lm2940ct,24,71
z0409mf,29,104
74hc04d,30,149
1200p60,30,116
104hip,24,33
ksp42,25,78
fr9024n,31,57
it8528e,28,51
tny267pn,27,88
fr207,31,380
es2j,28,157
mcp2551,21,128
tda8356,32,196
sp370,27,161
atmlh,300,1622
kj004,28,280
ina118,29,107
atmega162,26,83
thx208,32,127
ip101gr,44,168
w314,31,123
hcpl2630,27,90
uln2803a,30,178
top244yn,30,191
12c5a60s2,30,408
top224yn,29,125
12f629,30,213
m57962l,27,224
irf530,30,193
irf9540,31,245
lme49720,33,347
ba8206ba4,29,165
74ls05,30,83
gbj2510,30,172
tny264,29,249
cs20n60,30,95
lm4890,30,83
s3f9454bzz,18,65
cd1691cb,31,117
2n3773,32,216
tea2025,32,387
lm8560,29,122
lm7805ct,29,110
ir4427,27,89
opa333,28,123
lf347n,29,58
ff300r12ks4,30,90
tc4013bp,28,85
d25xb60,27,72
mj15003,33,144
fp6291,30,173
ha17458,33,79
hf46f,23,102
2sd882,28,135
49smd,26,109
a6069h,29,222
rtl8201,29,160
im4a5,17,44
bd140,31,176
anaren,26,79
tlv1117,19,58
byv26e,31,75
082d,31,155
cd40193,30,69
cd40192,34,241
sc7313s,27,116
lm2901,30,143
lm555cn,32,110
top271eg,30,99
pic16f887,23,275
as431,29,83
lcmxo2,21,45
tb2929hq,30,144
sanrex,30,202
lm139,27,170
tps7333,26,154
tda7303,28,129
pic16f883,23,133
bq24610,28,138
lm311p,22,91
74lvc4245,29,98
mc33153,30,88
cc2564,28,105
c8051f310,26,194
x9511,27,106
221k,30,182
dm0265r,26,109
5n60c,29,265
2n222a,28,126
bs170,29,158
til113,30,112
lnk304pn,30,158
max9812,27,138
mac97a8,29,132
cd4012,30,114
opa277,26,111
25q40,24,94
20100,219,1983
el357,28,259
1607b,30,155
xc9572,27,104
pic16f72,22,142
bat54,26,158
epm240t100c5n,27,73
atj2127,29,127
bss138,26,122
7n65,30,200
lt1963,26,141
ir2111,28,133
ha17324,25,142
ba6208,27,51
c3807,29,199
stm8s207,28,407
mc33078,29,144
16au,17,43
tsumv29lu,31,141
lm338t,32,82
c2655,22,295
iso124,29,98
ad7190,30,239
79m05,27,55
tpa3100d2,25,70
cd4528,29,87
mc14052bcp,23,45
adg409,26,65
mp2307,27,249
am26c31,29,76
bcr12pm,28,59
78l09,29,118
pc851,32,100
a3p1000,23,52
lfcn,36,118
p0.5,17,153
pm44,20,70
njw0281g,29,115
axp288,29,137
aqw214,29,64
kbpc5010,26,235
hv9910,26,135
1n4744,26,80
lnk304,30,289
max660,26,212
pca82c250,31,124
ad8221,27,126
ao3401a,25,105
cx20106,28,198
lm348,28,107
amc7150,25,53
iso1050,27,188
adm3251e,27,79
ap1501,18,67
mp2359,26,350
si2305,26,83
3052v,28,105
cw7812,28,130
fr157,28,167
apw7080,27,44
cd4532,31,147
lnk364,31,169
4733,163,1686
ths3001,26,76
105k,27,439
l298p,25,227
at24c128,25,110
mjd127,25,59
2sk246,27,105
l7806cv,29,85
fan7602,30,174
ht46r064b,28,66
cd4070,22,67
ob2226ap,27,277
skkt,70,399
lf357,23,94
75176,134,745
mc33063,27,202
cd2399,25,162
top224,26,170
m54123l,30,60
74hc574,27,136
lj44,16,95
a3150v,28,63
2sk1058,33,137
mp1484,28,109
74hc4052,27,114
heds,45,148
lm4780,27,123
74hc4046,27,131
m8n,20,907
lf411,29,126
bd237,27,105
tlp785,27,122
btn7971,28,242
kbu808,27,126
xc7z020,24,154
hcpl2631,23,49
k4145,30,219
tda7376b,25,69
top243pn,23,60
gl852g,24,73
stc15w404as,24,161
mp1593dn,26,57
93c86,27,203
mmbt3906,27,115
atmega32u4,24,189
tda7492,27,186
103j,29,251
saa7113,26,69
ft245,25,76
hcf4052be,26,70
lmd18200,25,143
p6ke200a,26,117
74hc02,27,124
max490,26,154
m12l64164a,21,43
tl3843p,22,90
a6059h,27,181
cd4011be,26,106
mc4558,26,91
moc3020,26,190
n25q128,26,76
65lbc184,25,85
sn65hvd230,26,102
s25vb60,25,88
mbi5024,27,132
ao4459,24,47
mag3110,26,173
mje13003,25,150
mje15034,24,57
tps63020,14,318
24c32wp,27,58
lm1036,34,274
max813l,28,110
sst39vf1601,25,33
apa2068,23,66
tda7563b,29,143
cd9088,32,168
hcf4051,26,64
uc2825,24,87
bd681,26,82
abs210,27,163
cd4024,29,82
lm27313,27,61
ka2284,26,253
rt9013,20,54
pt2313,27,212
pn8124f,27,170
la1265,25,119
74hc4052d,26,63
18n50,31,168
xc6slx25,18,42
74hc151,32,433
sdin7dp2,20,32
tda8351,29,229
xl4005,25,200
a966,26,155
lm556,29,61
d15sb80,30,97
mst703,18,106
ht46r065b,24,60
sod523,26,206
ad8605,24,43
xc7a200t,23,87
001t,19,73
sn74ls47n,21,53
tny266p,25,87
ir2113s,22,114
ep4ce6e22c8,28,74
pcf8574,25,320
b340a,25,117
opa128,25,137
