根词名称,行业词数量,长尾词数量
电路原理图,5089,22417
pcie,4645,63146
isp,3613,28595
频谱,8483,88690
低功耗,4149,19365
稳压管,4246,21428
esd,4186,37611
锂电,33391,534321
上位机,4427,27643
占空比,4196,17069
逆变,28628,187852
运算放大器,4168,15694
模组,5183,190909
irf,3194,12901
时序,6689,64788
iot,4135,28087
接收机,5105,41171
mdk,4923,21683
ble,3252,14391
微电子,6501,89478
电量,8650,698285
串口通信,4840,25177
有源,7477,78211
无源,5513,50823
nfc,5597,365819
模拟量,4186,40501
陀螺仪,5104,62812
mpu,3816,12380
1602,7909,35112
全桥,4470,31044
wince,4523,31118
贴片机,4937,29804
晶闸管,4265,20964
三相电机,8417,70493
异步电动机,4252,32616
稳压电路,4337,16249
电源模块,4156,21773
温控器,5553,99302
反激,4310,26827
贴片电阻,4763,24654
上电,2981,155214
多路,4271,53908
海思,6634,67877
转矩,4236,49779
失真,4752,85547
晶圆,4825,32289
atmega,3804,8186
gprs,4844,43056
各脚,4973,18028
发光二极管,3759,20538
2.4g,4033,48774
整流桥,4258,21113
电源适配器,4162,43729
温控,12297,279579
单端,3884,28998
波特率,4193,28433
2n,288,27067
pfc,4136,18086
元件库,3652,20636
pt100,3015,16316
贴片电容,4637,25659
uboot,3919,17307
智能车,4853,84046
直流电源,3977,25661
功率因数,4579,33332
开关电路,4832,21105
usb接口,5893,161536
lt,9125,186667
amp,3037,169810
fpc,4175,34330
eda,3881,24118
熔断器,4611,49559
半桥,3453,21349
树莓派3,4841,17534
磁环,3588,31723
内阻,3578,35289
lm358,2685,9949
信号发生器,3440,16879
emmc,3590,27615
分频,8387,83157
传感,112477,1052931
飞控,4728,54251
接线方法,3835,51417
6050,3096,15062
数字万用表,3880,24751
梯形图,3754,37355
编程器,3279,20901
振荡器,4977,27829
串行,4892,35410
s7200,2576,18969
步进,22657,151667
推挽,4381,16923
k60,2706,16302
lvds,3613,14332
压降,11686,348976
适配器,7785,167683
排线,3904,172021
soc,3140,22797
c52,292,2345
嵌入式系统,4943,19992
电调,3009,43951
集成块,3283,20877
调频,4594,84580
四轴,6013,79457
电源芯片,5540,23455
mems,3125,11410
振荡电路,3029,11522
无刷,5192,80682
电抗器,4043,30401
ni,3367,88586
bga,3656,21259
最小系统,2721,11255
调压,8652,199288
ad16,2066,13050
数字电路,3466,22587
智能小车,3415,20402
测温,5636,84786
镇流器,5252,38793
汽车电子,5334,74755
cc2530,2772,8741
整流电路,4590,20500
振荡,11547,70630
载波,4715,37423
ne555,2645,10598
mhz,6007,48752
交流接触器,3346,41490
单相电机,3671,25532
全志,3380,43207
8051,5566,17447
keil5,2211,13578
福禄克,3183,19603
变换器,2923,13042
焊锡,4825,59409
接收器,3961,106147
tl431,2329,6559
升压电路,2779,9370
电桥,5940,42498
安规,3695,46480
绝缘电阻,4204,42620
整流器,4002,35404
nxp,2800,8924
模电,5141,178222
电压互感器,3063,27045
接线端子,3882,42071
电源开关,3346,36575
逻辑板,3082,15461
模拟电路,5111,24731
发生器,9210,104453
接近开关,3278,26185
滤波电路,4170,17819
稳压二极管,2707,12587
仿真器,2637,11358
电压表,4616,50643
分频器,3410,30982
交通灯,2733,26618
802.11,2888,21875
电路分析,6660,42600
组态,8064,104612
稳压电源,5300,26349
负反馈,2734,16413
电机驱动,9855,51606
保护器,8768,132189
网口,3086,166272
工控,5576,74853
偏置,2509,22039
闪存,5116,75470
工作电压,3393,24947
数电,2827,39326
电源电路,14317,55472
双电源,3085,42385
三级管,2613,11107
浪涌,4288,53523
压敏电阻,2732,13482
蓝牙模块,3327,25365
3b,1242,55958
835,5896,70873
lora,2006,12907
电子技术,6896,84267
上拉电阻,1676,6338
台积电,2487,20520
ds1302,2106,6724
llc,2201,16960
磁珠,2486,22422
输入输出,2724,40349
变送器,7177,65739
te,1738,76957
低电平,2289,14342
伺服驱动器,2775,28178
emi,2543,12887
滤波电容,3932,19205
单片机程序,11697,48915
钽电容,2661,11537
595,2517,29907
PCB,69943,397726
电压电流,2972,26003
cpld,2399,6574
充放电,2583,24200
控制板,2846,34187
欧姆龙plc,2901,24764
热电阻,3158,23619
波形图,2370,20338
套件,2680,97522
铅酸电池,2835,40283
时间继电器,2798,21819
安捷伦,2847,47621
电流源,2928,14917
数据采集,4989,67506
7805,3472,14211
译码器,2983,16174
恒流源,2833,10580
电鱼,9684,59055
矩阵键盘,2385,9556
电动车充电器,3336,45046
wifi模块,2893,23499
驱动电源,3677,22612
功率放大器,2424,12641
tl494,1903,5718
恒压,3334,48011
霍尔传感器,3268,15967
低通滤波器,2262,10798
抗干扰,2624,17869
锡膏,3096,26811
电子设计大赛,2298,7357
电芯,4708,53391
lm317,1936,6392
信号源,2519,34761
电源电路图,5394,18757
rtos,819,2970
422,3380,51293
共模,3686,19372
差动,3627,31716
网关,3674,272065
fx3u,1219,16474
电子电路,3339,15798
高电平,2044,12455
复位电路,2005,7389
无功,6573,74231
功放电路图,2292,8420
捕鱼器,3359,16799
烙铁,9840,76146
测距,5814,96755
接地电阻,3597,42363
相序,3065,30379
温湿度,3911,94954
lm324,1885,7283
电磁兼容,2319,11787
光控,4821,90931
stc单片机,3223,10793
展讯,2293,20009
电赛,2037,21105
光电开关,2399,16580
绕线,4375,67621
spb,424,6095
模拟信号,2284,15635
可编程,3025,20141
光模块,2574,33002
udp,2476,77633
a20,816,13489
mips,2435,11976
高频变压器,2273,10638
制程,2115,25800
锂离子电池,2162,30220
压力变送器,2149,19036
四轴飞行器,2165,10362
s7300,1709,12421
电子工程师,2621,22917
ptc,2352,36871
直流电动机,2170,14593
功放电路,4634,17830
lwip,1933,6669
湿度,7687,330907
电机正反转,2909,18248
接口定义,2959,27348
覆铜,2913,22965
英飞凌,1956,6706
uln,1864,6385
寻址,2778,21988
imx,3558,28994
sot,3530,17074
并口,2340,21687
atmel,2000,4088
khz,2498,17705
波峰焊,2010,13580
abb变频器,2772,17634
位移,4516,177129
门电路,2749,16269
通信协议,2327,16396
光敏电阻,1938,10419
vcc,1857,11769
逆变电路,1891,8530
充电电流,2380,27668
swd,1549,6986
软启动,3295,35315
激光器,3040,58482
电机控制,15471,107203
变频器说明书,3416,22051
负极,8038,137076
opa,4477,20256
431,4586,78589
与非门,2136,13191
西门子变频器,2732,16069
充电机,2678,25701
485通讯,2202,16279
电磁波,2087,59924
兆欧表,2098,13045
异步电机,3100,27208
锁相环,1758,6723
家电维修,2941,92874
启动电容,2632,19425
掉电,1962,108824
电机接线图,4869,31911
h桥,1687,12528
关断,1887,13851
603,2160,12535
通讯协议,2371,20795
环路,1757,191976
固态继电器,1895,10769
2sc,41,3081
mipi,1900,7243
l298n,1642,6043
回流焊,1844,11254
纽扣电池,2109,30072
数字信号,3155,29867
位移传感器,2134,11690
无线通信,2719,17892
称重传感器,1757,10422
adi,1981,8639
bms,1879,19479
805,1932,10845
倍频,2170,32821
电子设计,5309,20326
变频电机,5084,54710
无功补偿,2999,26937
cam350,1774,12309
自锁,2758,68027
板卡,1742,31735
pll,1745,8345
等效电路,1739,10182
基板,2891,28859
自激,1790,11812
同轴,4655,99047
传感器原理,6068,33049
c51单片机,1106,5724
分压,2258,40230
飞线,1587,45252
瑞萨,1786,20750
红外遥控,3577,36235
连接线,2159,101965
频谱仪,1698,12145
麒麟960,2054,13690
信号处理,3795,39006
imx6,1041,3825
a11,924,24423
台达变频器,2158,13791
电机转速,4766,44042
无线模块,3413,21083
超级电容,2560,22008
死区,1519,11099
光立方,1768,6370
sot23,1141,4333
交流电压,2714,16557
共模电感,1407,5577
89c52,720,3236
过流,3028,31474
干式变压器,1503,21817
移相,2275,13660
调压器,1968,19833
传导,1633,101235
dds,1573,50176
脉冲信号,2027,13145
发送数据,2349,29227
电气原理图,1661,16469
数显,2076,54279
短波,2626,41193
时序图,1640,14444
真值表,1620,10762
博通,1675,52643
三菱变频器,2184,14692
正激,1562,16001
电抗,5798,50262
接插件,1634,15026
光电传感器,1538,9214
555定时器,1434,6703
漏电流,2797,23212
加法器,1976,10971
焊台,2380,18567
阻抗匹配,1305,5077
同步电机,3232,23502
ch340,1124,4499
差分信号,1313,5081
超声波测距,1714,9302
压电,34924,431766
ltc,2338,10748
电池充电,12143,223758
串口通讯,1721,12947
电源ic,2484,12890
双向可控硅,1457,6165
应用领域,1617,31171
力矩,2382,85675
穿戴,3076,88345
中间继电器,1565,13812
m0,1037,12578
锂电池充电,3072,24882
充电电池,1903,36815
直流稳压电源,1531,8589
功率计算,5325,71480
硬件工程师,1629,12711
8050,2592,21344
直流无刷电机,1434,8417
电流电压,2289,22770
emwin,1330,4783
德州仪器,1498,5532
永磁同步电机,1559,10308
uc3842,1133,3155
pmos,1214,5866
收发器,2866,31757
反接,2090,15816
电路仿真,1779,9007
串联电路,3380,25860
激光头,1787,16151
栅极,1342,5402
手机芯片,1734,12938
dht11,1205,5149
nrf,4525,15089
整流二极管,1399,6327
呼吸灯,1417,77191
op07,1073,3321
运放电路,1486,5098
烧录器,1288,6104
电阻器,1934,12549
硬件设计,2176,11684
语音识别,1834,42080
短路保护,1552,8870
电源维修,4496,24214
c64,32,740
蓝牙4.0,1994,15093
交流电机,2074,18521
隔离变压器,1716,10180
电磁干扰,1634,9482
骁龙821,1889,11536
开关电源电路,2644,7834
358,4447,58507
驱动ic,1747,7344
ucosii,875,2509
嵌入,27601,300256
过流保护,1571,10056
采集卡,2418,37692
保护板,2311,23677
嵌入式开发,3189,14067
phy,1344,7190
电容式,1810,12371
iap,1549,12250
hmi,1265,11855
led点阵,2019,7165
rc522,1072,3789
透传,1179,12374
可控,13438,88650
手机摄像头,1921,150021
typec,1347,29370
发射器,2247,62909
差模,1631,21824
保险管,1332,16192
远距离,1380,62761
可调电源,2726,12357
加速度传感器,1444,6865
单片机c语言,2866,10819
山特,2294,74003
光端机,1800,18165
协议栈,1534,7336
电压比较器,1420,5443
恩智浦,1165,6366
电容屏,2267,18791
控制模块,2098,35405
foc,1101,6537
贴片电感,1532,5680
电池组,2231,26702
ad17,870,6631
现场总线,1271,5239
沟道,1073,9826
plc通讯,3876,29944
pcb布线,2096,8359
带通滤波器,1219,5584
发射机,1319,10081
安川变频器,1681,8162
LCD,24294,159746
指令集,1540,12858
电阻值,1733,22140
三菱伺服,1981,21089
控制系统设计,2664,17120
无刷直流电机,1243,6451
1117,3592,16503
脉宽,2553,26484
采样率,1212,13823
反相器,1215,5188
电子镇流器,1373,7148
乘法器,1253,5910
工作频率,1329,10117
电动车控制器,2009,28097
工业4.0,1358,17992
电流传感器,1204,5666
肖特基二极管,1179,4724
keil4,1049,8925
接口电路,1839,7640
sdi,1470,16521
集成运放,1144,5310
电源变压器,2952,14283
同轴电缆,1447,14190
相位差,1318,8905
变压,90895,886618
多通道,1157,11313
光纤收发器,1253,17137
电容的作用,4298,23733
usb转串口,1771,10118
传输线,1227,7941
1206,1402,18310
电路符号,3898,21602
hmc,1225,9928
mplab,1212,4678
磷酸铁锂,1140,14451
nor,930,16281
铁氧体,1456,12812
功率管,1407,8270
qfn,1143,4935
电子负载,1244,5447
fatfs,1136,3302
mx2,298,24010
锁存器,1232,7318
4558,1500,6917
音频信号,1430,9409
c2000,460,2755
am335x,1147,2308
陶瓷电容,1440,7103
截止频率,1086,6204
液晶显示屏,1387,23434
旁路,1628,23634
液晶显示,6658,80852
液晶面板,1276,10155
霍尔元件,1249,7506
串联谐振,1574,7074
助焊剂,1189,11079
接收数据,2411,32209
镍氢电池,1468,12005
组态软件,1466,14492
反激式,1064,3431
p30,140,4649
同步整流,1105,3756
红外传感器,1119,7047
sht,1004,8406
充电器电路图,1456,6000
rs422,1092,4702
无线传感器,1560,8035
上拉,2802,70224
tdk,1329,10280
sgm,935,18495
耐压试验,1501,15614
阻容,1992,12098
龙芯,1612,12845
软启动器,1211,13243
温度控制,3624,56052
积分电路,1209,4530
稳压芯片,1164,4583
电力电子,2353,29170
单片机编程,2898,11362
旋钮,1435,58561
绕制,1584,20134
模拟电子技术,1266,9016
译码,4344,28378
输入阻抗,1105,4442
气隙,1024,6841
面包板,1162,7905
电源管理,2474,30517
限流电阻,1045,5568
电解,10413,364814
树莓派3b,996,5253
瓷片电容,1271,6632
新唐,934,48569
村田,1510,184305
频率计,1502,7261
qc3.0,1199,12830
烙铁头,1445,10153
场管,2128,19722
隔离器,1545,14761
应变片,1577,12399
信令,1218,24744
nios,1082,3034
单片机定时器,1830,7488
电子行业,1845,43773
控制回路,1475,13413
咪头,1001,32203
网络分析仪,1091,4491
时钟电路,1556,6391
西门子触摸屏,1362,11391
源程序,1098,19936
隔离电源,1972,8026
电源设计,5259,19899
单片,164183,678040
物联,1308,77545
FPGA,30880,98778
电子设计竞赛,1046,3526
磁阻,1502,10756
直流电阻,1783,12821
电功率,2051,53254
电子器件,1371,10162
逻辑电路,2027,14557
过压,2112,19481
仪器仪表,1210,34756
排阻,1176,10488
有源晶振,1087,3447
铝基板,1141,10184
定时器中断,1593,6380
4412,1276,5841
max232,819,2647
汽车电路,4524,33842
at指令,1175,835936
晶片,1232,21666
周立功,1078,3758
可调电阻,1213,6039
18b20,837,2983
肖特基,2034,9665
微带线,894,3615
贴片二极管,1649,8609
串并联,1264,13045
循迹小车,1245,8150
智能硬件,1518,12291
芯片型号,1194,9839
国巨,971,13639
数字信号处理,1224,11334
ate,383,9096
电子时钟,996,7578
微处理器,1028,6266
机智云,879,3719
循迹,1929,13331
电子标签,1100,17414
温湿度传感器,1034,6088
功放管,1044,6257
晶振电路,1578,5700
ic设计,1484,5885
接线柱,1182,16544
测控,2010,72241
变比,43579,5748448
adas,1156,10206
采样频率,1111,8432
电力变压器,1178,16655
从机,399554,39721237
混频,1934,8280
回流,2911,103730
lm2576,567,1617
电流计算公式,1062,7214
斩波,1339,12056
毫米波,1591,11949
rtd,1108,7471
色环电阻,2390,13218
压电陶瓷,1066,8059
q值,1003,65023
扩频,1281,8661
msp,11117,28772
虚焊,1004,11471
资料下载,1194,66465
钳位,891,5683
电池电量,1205,29090
tvs管,1174,5164
磷酸铁锂电池,1027,9586
集成电路设计,1124,5176
7812,1316,5506
堵转,944,6814
正点原子,856,3053
松下伺服,1767,18993
硅片,1131,23058
无铅,1712,22942
全加器,1169,8869
光敏,3858,58219
移位寄存器,936,4195
数字示波器,1205,4836
时域,1406,18280
有刷电机,1593,11563
过压保护,1070,8175
排针,1247,34629
c8t6,113,577
电解液,1149,30192
衰减器,1021,4752
虚拟仪器,950,3960
功分器,942,4805
三相异步电机,949,9923
功率计算公式,1546,16238
卡尔曼滤波,1000,8270
激光雷达,916,13606
信号放大器,1447,22426
读写器,1022,7829
压力开关,1388,38494
富士变频器,1118,5823
光电二极管,874,3652
电瓶充电器,2684,34343
8550,1357,17522
数字滤波器,1009,4443
串口线,1065,8983
加速度计,863,4761
温控开关,1106,19811
vdd,1077,10517
无线遥控,2006,18990
单模,1359,184566
嵌入式软件,1392,12187
fsmc,778,2212
均衡器,1059,55451
8255,1330,9204
数字电压表,993,4296
电阻电容,4528,27163
混频器,914,3281
时钟频率,1005,5706
pc817,668,2665
天线设计,1719,7138
三相变压器,1003,7041
发射功率,1278,10821
永磁电机,1018,11910
拼板,817,24930
2640,838,7974
汇编指令,1878,13246
g120,679,7352
二极管参数,1961,9418
时间常数,974,7113
热插拔,917,13967
驱动电流,1567,6866
ict,838,16269
hx711,551,2526
触摸开关,1664,16603
虚拟串口,1030,6897
交流电路,1461,8307
消抖,796,3739
led背光,1467,8879
延时电路,2255,9316
熔丝,1864,18583
瑞芯微,892,5171
串行通信,979,5173
zvs,953,4496
fsk,1059,6923
位置传感器,1811,39442
按钮开关,1151,14867
串口调试助手,938,6302
倍压,952,13933
检波,1837,9255
干簧管,908,5308
贴片三极管,1094,6899
esp32,670,3157
电感线圈,879,4797
逆变电源,840,4565
鱼机,3343,97973
电子制作,2775,85133
运动控制,2486,24990
494,2885,19107
升压芯片,1127,3697
hex文件,935,6909
安川伺服,895,12586
转换开关,1226,19518
电阻的作用,2741,15232
调制解调器,930,14233
芯片设计,1507,8042
升压器,1999,10481
继电器接线图,1480,10007
聚合物电池,2212,15146
单片机原理,3788,18005
1602液晶,979,3880
开关电源设计,1618,4675
热敏,6597,114397
动态显示,814,11373
电路维修,3014,28160
ir2110,625,1651
华强,3729,228055
色环,3416,89427
充电ic,1237,7027
物理层,905,7421
spice,783,6350
微带,2434,10941
手机天线,2138,17543
起振,1602,9755
谐振频率,1027,5959
航空插头,845,8399
电感器,781,3706
直流电路,2383,12037
差动保护,980,10152
微动开关,940,13018
非门,3639,22108
ne5532,744,2969
时控开关,1129,13935
24v电源,2151,12851
旋转编码器,883,4744
调制器,1175,7400
s08,47,1316
触摸按键,995,9788
电压跟随器,752,2675
图像传感器,828,3878
矢量控制,923,4824
分频电路,1152,5633
防反,193,6341
lm1875,749,2999
制动电阻,930,6453
阻容降压,557,2540
三相电动机,3706,28884
供电系统,874,18828
热释,897,12343
磁控管,1130,7189
误码率,866,5729
功率放大电路,966,4018
9013,1127,7276
并联电阻,3027,19218
耦合电容,1167,6144
推挽电路,1260,4208
自举,993,4171
ft232,352,1357
背板,802,48983
气体传感器,988,5427
芯片组,900,25557
湿度传感器,1864,11059
凌阳,807,13738
频谱分析仪,781,3210
存储芯片,780,5545
控制继电器,2809,18395
标志位,771,8386
海思麒麟,1031,9045
arm7,758,1838
can通信,1017,4694
drv,950,5014
桥式整流,1971,9836
电容并联,3322,18659
光耦隔离,803,2823
rcd,765,16338
蓄电池充电,1654,16841
电源管理芯片,764,3295
华为海思,1030,6127
芯片封装,1294,6908
pid算法,1147,6379
安规电容,825,4515
容抗,887,6864
环形变压器,778,4057
放大器电路,2164,7788
温度控制器,879,10844
低通滤波,1099,6631
kea,554,3028
多谐振荡器,655,2791
扩流,477,4964
速度传感器,2440,15100
wifi天线,1465,13759
电机控制器,2487,23585
10nm,673,3147
绕线机,1019,16460
输入电阻,809,3886
原厂,742,343030
电机原理,7659,50486
线性电源,1146,4625
电子管功放,1228,6100
锯齿波,800,4854
薄膜电容,983,5108
daq,665,3350
80c51,809,3307
蓝牙芯片,1136,6343
ghz,2123,43706
电能质量,927,7605
电阻并联,3027,19218
感抗,828,6745
步进电机控制,2479,13041
电阻测试仪,1600,12464
igbt模块,852,3953
高通滤波器,713,3528
拨码开关,765,5090
中国电子,1589,53075
基本知识,806,80446
反馈电路,995,3815
有源滤波器,1214,5350
三菱触摸屏,918,9493
rssi,770,4329
lcr,1060,8715
单片机开发,2410,8465
can通讯,903,5497
电阻色环,2390,13146
霍尔效应,806,8102
友达,963,37871
晶圆厂,696,2624
数字功放,1077,8676
超声波传感器,927,5180
液位传感器,882,6136
中继器,806,30218
电子开关,1633,13159
铂电阻,714,5294
控制算法,1100,8126
轻触开关,910,6152
钳形表,794,6688
接近,4188,179994
电容串联,2177,11120
bq,2744,23117
时钟芯片,810,3072
压接,1130,22641
漏感,646,4071
手工焊接,875,8044
uc3843,505,1517
arm开发,1963,4994
原边,710,12815
2410,921,8754
低通,1665,18850
技术资料,825,21826
电子市场,894,15990
交流电源,961,6999
锡焊,1646,20900
推挽输出,766,3091
直流屏,800,15739
80c,73,5253
cbb电容,1682,7453
直线电机,1065,9917
锂离子,2833,40545
海力士,921,15910
moxa,743,5478
智能照明,1176,15976
麒麟950,910,8588
母座,1036,14704
振铃,668,6872
直放站,751,4663
差分放大电路,707,3237
温度变送器,768,6731
功率计,1205,11196
转速传感器,995,11471
遥控开关,1540,18333
奇偶校验,719,4392
绕法,856,14646
测试设备,1303,22758
串口调试,2117,15318
电容电阻,4528,27063
毫米波雷达,615,4473
插孔,846,89024
功率表,864,7599
逻辑分析仪,647,2442
去耦,692,3065
可穿戴设备,862,5541
34063,1468,3857
可编程控制器,666,4959
p10闪存,1524,4890
微带天线,697,2988
thd,641,5461
甲类功放,1056,7457
跳频,948,117073
驻波比,721,4477
电子工程,4515,123432
光栅尺,650,8606
串级,885,18407
博途v13,510,3870
杂散,709,12290
寻址方式,776,4745
gprs模块,916,3875
双速电机,771,6163
nanopi,662,1561
桥堆,1002,7610
铝电解电容,893,4677
四旋翼,1233,4279
电阻屏,1359,8016
单片机设计,712,3945
双声道,663,18138
眼图,658,35724
三极管参数,1328,6717
在线计算,1764,40785
电源滤波器,969,4271
nbiot,681,6290
模数转换,1073,4377
惯性,1122,84385
数据采集卡,670,3302
物联网技术,738,9699
超级电容器,701,8762
电源板维修,855,3794
pwm调光,753,3075
双稳态,667,2718
变频器维修,1330,9632
电路图讲解,826,3798
万用,31377,261668
单片机开发板,942,2967
s8050,609,2728
行幅,834,7963
频谱分析,1462,8540
丹佛斯变频器,733,4057
lm386,558,1879
stvd,626,1760
共阳,927,11682
通信电源,1013,6835
叠层,903,42751
滤波器设计,2345,9411
电池充电器,3585,40300
lm3886,614,2415
1n4148,508,1860
risc,530,3157
倾角,1010,46481
静态工作点,694,4218
9014,923,5437
按键开关,1055,12317
近场,674,6229
ptn,871,13762
绝缘电阻测试,769,8648
电阻测量,4152,32552
测试仪器,856,13213
接收头,1439,10009
技术论坛,867,10879
波形发生器,726,3499
微控制器,606,1718
串行口,540,3388
桥式整流电路,996,4436
串口服务器,639,3277
受控源,864,5198
rk3288,628,4098
华清远见,674,2719
频率响应,670,5182
4g模块,923,8472
场效应,8365,40198
输出阻抗,620,2959
超高频,671,5525
中芯,3542,32288
evm,525,2724
嘉立创,627,2094
限幅,770,3928
调速电机,4268,31184
温度测量,1527,24822
聚合物锂电池,814,4954
恒流源电路,736,2559
步进驱动器,1546,9402
全波整流,1114,5458
自耦变压器,612,4385
电路图符号,606,3458
功率电感,1129,4184
高通820,1093,8948
三端稳压器,671,3081
信号完整性,619,1518
gpib,738,2425
制冷片,1048,8741
fpga开发,1010,2594
l298,454,1799
mwc,662,9510
半导体行业,755,6233
锂电池保护板,775,5945
假负载,655,2979
氮化镓,567,3509
泰克示波器,773,2621
并联谐振,748,3850
6410,1613,9112
浮点运算,628,5122
cd4017,521,1646
模拟量输入,616,5983
tim1,467,1253
温控仪,702,16559
树莓派2,1121,3120
恒流电源,588,2632
语音芯片,844,3367
功率因素,734,7453
变压器空载,970,6740
示波器探头,877,3179
输出电阻,637,2765
lcd液晶,1173,7201
室内定位,716,5991
字模,925,48873
厚膜,912,219218
晶体振荡器,539,2103
13003,756,2847
电子变压器,995,6006
感性负载,672,3737
匝间,652,4615
单稳态,809,3078
锂电池充电器,1017,8573
端接,1220,20078
增量式,580,4114
分流器,670,9158
无线通讯,677,6073
交流电流,1646,11204
创维32e3,8,216
施密特触发器,546,1841
印制板,611,5063
封测,586,14380
hef,656,2546
s32,36,2832
电鱼器,1534,6670
可控硅调光,691,2419
pid调节,933,6479
电路基础,1171,9445
三相电源,1374,10352
减速电机,1656,30687
max485,490,1809
等效电阻,889,6501
激光测距,1017,14489
电路图纸,725,4662
半波整流,886,4531
方案公司,823,192405
sdr,724,16254
回波,639,7979
仪表放大器,499,1237
IGBT,10025,40593
耐压测试仪,627,4112
光纤传感器,1094,6121
取电,767,38327
巴伦,574,191054
整流管,589,3634
过冲,544,11698
迟滞,511,9017
